============================================================
  株式シグナルレポート  2026-07-28
============================================================

【トレンドフォロー】
  銘柄       シグナル               終値     RSI       乖離率
  --------------------------------------------------
  INTC     🔴 SELL          91.67    33.1   -15.87%
  QQQ      🔴 SELL         682.12    34.6    -3.62%
  NVDA     ⚪ HOLD         196.51    40.4    -4.14%
  AMD      ⚪ HOLD         494.95    42.3    -1.81%
  TSM      ⚪ HOLD         399.09    37.9    -5.37%
  AVGO     ⚪ HOLD         383.22    48.4    -1.51%
  QCOM     ⚪ HOLD         170.04    35.4    -9.45%
  MU       ⚪ HOLD         900.20    43.8    -3.44%
  AMAT     ⚪ HOLD         516.89    39.2    -5.87%
  AAPL     ⚪ HOLD         336.91    69.1    +9.06%
  MSFT     ⚪ HOLD         389.10    49.3    -1.03%
  GOOGL    ⚪ HOLD         326.56    34.7    -7.92%
  META     ⚪ HOLD         593.87    39.1    -3.44%
  AMZN     ⚪ HOLD         231.39    32.5    -5.63%
  SOXL     ⚪ HOLD         128.15    35.8   -29.59%
  SOXS     ⚪ HOLD          54.93    41.3   -84.58%
  TQQQ     ⚪ HOLD          63.40    33.6   -12.71%
  SQQQ     ⚪ HOLD          45.22    65.5    +8.78%
  UPRO     ⚪ HOLD         136.36    40.5    -2.14%
  SPXS     ⚪ HOLD          27.47    58.7    +1.01%
  FNGG     ⚪ HOLD         219.26    38.9    -3.98%
  TECL     ⚪ HOLD         172.59    37.2   -12.41%
  TSLL     ⚪ HOLD           7.24    22.1   -40.98%
  NUGT     ⚪ HOLD         115.98    49.6   -10.08%
  SOFI     ⚪ HOLD          16.88    42.0    -3.21%
  CLSK     ⚪ HOLD          14.03    47.6    -3.22%
  MSTR     ⚪ HOLD          98.65    49.0   -10.45%
  COIN     ⚪ HOLD         167.49    54.2    +0.87%
  SPY      ⚪ HOLD         739.09    42.3    -0.29%
  IWM      ⚪ HOLD         292.91    46.0    +0.43%

【逆張り】
  銘柄       シグナル               終値     RSI       乖離率
  --------------------------------------------------
  GOOGL    🟢 BUY          326.56    34.7    -7.92%
  NVDA     ⚪ HOLD         196.51    40.4    -4.14%
  AMD      ⚪ HOLD         494.95    42.3    -1.81%
  TSM      ⚪ HOLD         399.09    37.9    -5.37%
  INTC     ⚪ HOLD          91.67    33.1   -15.87%
  AVGO     ⚪ HOLD         383.22    48.4    -1.51%
  QCOM     ⚪ HOLD         170.04    35.4    -9.45%
  MU       ⚪ HOLD         900.20    43.8    -3.44%
  AMAT     ⚪ HOLD         516.89    39.2    -5.87%
  AAPL     ⚪ HOLD         336.91    69.1    +9.06%
  MSFT     ⚪ HOLD         389.10    49.3    -1.03%
  META     ⚪ HOLD         593.87    39.1    -3.44%
  AMZN     ⚪ HOLD         231.39    32.5    -5.63%
  SOXL     ⚪ HOLD         128.15    35.8   -29.59%
  SOXS     ⚪ HOLD          54.93    41.3   -84.58%
  TQQQ     ⚪ HOLD          63.40    33.6   -12.71%
  SQQQ     ⚪ HOLD          45.22    65.5    +8.78%
  UPRO     ⚪ HOLD         136.36    40.5    -2.14%
  SPXS     ⚪ HOLD          27.47    58.7    +1.01%
  FNGG     ⚪ HOLD         219.26    38.9    -3.98%
  TECL     ⚪ HOLD         172.59    37.2   -12.41%
  TSLL     ⚪ HOLD           7.24    22.1   -40.98%
  NUGT     ⚪ HOLD         115.98    49.6   -10.08%
  SOFI     ⚪ HOLD          16.88    42.0    -3.21%
  CLSK     ⚪ HOLD          14.03    47.6    -3.22%
  MSTR     ⚪ HOLD          98.65    49.0   -10.45%
  COIN     ⚪ HOLD         167.49    54.2    +0.87%
  SPY      ⚪ HOLD         739.09    42.3    -0.29%
  QQQ      ⚪ HOLD         682.12    34.6    -3.62%
  IWM      ⚪ HOLD         292.91    46.0    +0.43%

============================================================
