signal_date,ticker,strategy,signal,close,rsi,deviation,score,adx,ret_5d,ticker_class
2026-04-30,SPXS,トレンドフォロー,HOLD,30.05,27.0,-12.87,,,,
2026-04-30,SPY,トレンドフォロー,BUY,718.66,74.1,4.47,,,,
2026-04-30,SQQQ,トレンドフォロー,HOLD,51.65,24.7,-20.16,,,,
2026-04-30,TECL,トレンドフォロー,HOLD,146.26,71.2,23.33,,,,
2026-04-30,TQQQ,トレンドフォロー,HOLD,63.54,75.2,19.74,,,,
2026-04-30,TSLL,トレンドフォロー,HOLD,12.47,51.8,-3.15,,,,
2026-04-30,TSM,トレンドフォロー,HOLD,396.06,64.0,8.55,,,,
2026-04-30,UPRO,トレンドフォロー,HOLD,129.18,73.0,12.17,,,,
2026-04-30,AAPL,逆張り,HOLD,271.35,59.6,3.05,,,,
2026-04-30,AMAT,逆張り,HOLD,394.49,54.1,5.54,,,,
2026-04-30,AMD,逆張り,HOLD,354.49,80.1,36.74,,,,
2026-04-30,AMZN,逆張り,HOLD,265.06,79.3,12.54,,,,
2026-04-30,AVGO,逆張り,HOLD,417.43,67.8,13.56,,,,
2026-04-30,CLSK,逆張り,HOLD,12.53,63.6,15.29,,,,
2026-04-30,COIN,逆張り,HOLD,187.77,47.4,-1.34,,,,
2026-04-30,FNGG,逆張り,SELL,208.38,65.7,11.17,,,,
2026-04-30,GOOGL,逆張り,HOLD,384.8,87.1,18.48,,,,
2026-04-30,INTC,逆張り,HOLD,94.48,88.6,52.1,,,,
2026-04-30,IWM,逆張り,HOLD,277.97,67.7,5.32,,,,
2026-04-30,META,逆張り,HOLD,611.91,36.2,-4.3,,,,
2026-04-30,MSFT,逆張り,SELL,407.78,48.7,0.74,,,,
2026-04-30,MSTR,逆張り,HOLD,165.45,59.2,11.2,,,,
2026-04-30,MU,逆張り,HOLD,517.16,70.5,18.31,,,,
2026-04-30,NUGT,逆張り,HOLD,170.85,37.3,-15.37,,,,
2026-04-30,NVDA,逆張り,SELL,199.57,51.2,3.93,,,,
2026-04-30,QCOM,逆張り,HOLD,179.58,91.6,28.6,,,,
2026-04-30,QQQ,逆張り,HOLD,667.74,75.8,6.97,,,,
2026-04-30,SOFI,逆張り,HOLD,16.1,36.4,-10.87,,,,
2026-04-30,SOXL,逆張り,HOLD,126.98,74.3,54.79,,,,
2026-04-30,SOXS,逆張り,HOLD,13.3,22.7,-51.02,,,,
2026-04-30,SPXS,逆張り,HOLD,30.05,27.0,-12.87,,,,
2026-04-30,SPY,逆張り,HOLD,718.66,74.1,4.47,,,,
2026-04-30,SQQQ,逆張り,HOLD,51.65,24.7,-20.16,,,,
2026-04-30,TECL,逆張り,HOLD,146.26,71.2,23.33,,,,
2026-04-30,TQQQ,逆張り,HOLD,63.54,75.2,19.74,,,,
2026-04-30,TSLL,逆張り,HOLD,12.47,51.8,-3.15,,,,
2026-04-30,TSM,逆張り,HOLD,396.06,64.0,8.55,,,,
2026-04-30,UPRO,逆張り,HOLD,129.18,73.0,12.17,,,,
2026-05-01,AAPL,トレンドフォロー,HOLD,280.14,69.8,6.06,,,,
2026-05-01,AMAT,トレンドフォロー,HOLD,389.08,50.6,3.89,,,,
2026-05-01,AMD,トレンドフォロー,HOLD,360.54,81.1,36.47,,,,
2026-05-01,AMZN,トレンドフォロー,HOLD,268.26,81.3,13.13,,,,
2026-05-01,AVGO,トレンドフォロー,HOLD,421.28,69.3,13.79,,,,
2026-05-01,CLSK,トレンドフォロー,HOLD,12.17,58.6,11.33,,,,
2026-05-01,COIN,トレンドフォロー,HOLD,191.25,50.3,0.46,,,,
2026-05-01,FNGG,トレンドフォロー,HOLD,213.41,69.7,13.09,,,,
2026-05-01,GOOGL,トレンドフォロー,HOLD,385.69,87.3,17.68,,,,
2026-05-01,INTC,トレンドフォロー,HOLD,99.62,90.3,55.79,,,,
2026-05-01,IWM,トレンドフォロー,HOLD,279.28,69.4,5.51,,,,
2026-05-01,META,トレンドフォロー,SELL,608.75,35.4,-4.57,,,,
2026-05-01,MSFT,トレンドフォロー,HOLD,414.44,53.4,2.26,,,,
2026-05-01,MSTR,トレンドフォロー,HOLD,177.17,66.7,17.98,,,,
2026-05-01,MU,トレンドフォロー,HOLD,542.21,75.5,22.6,,,,
2026-05-01,NUGT,トレンドフォロー,HOLD,166.02,35.3,-17.04,,,,
2026-05-01,NVDA,トレンドフォロー,HOLD,198.45,49.8,3.18,,,,
2026-05-01,QCOM,トレンドフォロー,BUY,177.01,86.5,25.13,,,,
2026-05-01,QQQ,トレンドフォロー,HOLD,674.15,78.4,7.58,,,,
2026-05-01,SOFI,トレンドフォロー,SELL,16.43,39.9,-8.64,,,,
2026-05-01,SOXL,トレンドフォロー,HOLD,130.4,75.7,54.52,,,,
2026-05-01,SOXS,トレンドフォロー,HOLD,12.98,22.1,-50.95,,,,
2026-05-01,SPXS,トレンドフォロー,HOLD,29.8,25.9,-13.02,,,,
2026-05-01,SPY,トレンドフォロー,HOLD,720.65,75.3,4.52,,,,
2026-05-01,SQQQ,トレンドフォロー,HOLD,50.22,22.6,-21.52,,,,
2026-05-01,TECL,トレンドフォロー,HOLD,152.66,75.3,26.95,,,,
2026-05-01,TQQQ,トレンドフォロー,HOLD,65.3,78.0,21.68,,,,
2026-05-01,TSLL,トレンドフォロー,HOLD,13.07,58.0,1.44,,,,
2026-05-01,TSM,トレンドフォロー,HOLD,397.67,64.9,8.52,,,,
2026-05-01,UPRO,トレンドフォロー,HOLD,130.3,74.4,12.42,,,,
2026-05-01,AAPL,逆張り,HOLD,280.14,69.8,6.06,,,,
2026-05-01,AMAT,逆張り,HOLD,389.08,50.6,3.89,,,,
2026-05-01,AMD,逆張り,HOLD,360.54,81.1,36.47,,,,
2026-05-01,AMZN,逆張り,HOLD,268.26,81.3,13.13,,,,
2026-05-01,AVGO,逆張り,HOLD,421.28,69.3,13.79,,,,
2026-05-01,CLSK,逆張り,HOLD,12.17,58.6,11.33,,,,
2026-05-01,COIN,逆張り,HOLD,191.25,50.3,0.46,,,,
2026-05-01,FNGG,逆張り,HOLD,213.41,69.7,13.09,,,,
2026-05-01,GOOGL,逆張り,HOLD,385.69,87.3,17.68,,,,
2026-05-01,INTC,逆張り,HOLD,99.62,90.3,55.79,,,,
2026-05-01,IWM,逆張り,HOLD,279.28,69.4,5.51,,,,
2026-05-01,META,逆張り,HOLD,608.75,35.4,-4.57,,,,
2026-05-01,MSFT,逆張り,HOLD,414.44,53.4,2.26,,,,
2026-05-01,MSTR,逆張り,HOLD,177.17,66.7,17.98,,,,
2026-05-01,MU,逆張り,HOLD,542.21,75.5,22.6,,,,
2026-05-01,NUGT,逆張り,HOLD,166.02,35.3,-17.04,,,,
2026-05-01,NVDA,逆張り,HOLD,198.45,49.8,3.18,,,,
2026-05-01,QCOM,逆張り,HOLD,177.01,86.5,25.13,,,,
2026-05-01,QQQ,逆張り,HOLD,674.15,78.4,7.58,,,,
2026-05-01,SOFI,逆張り,HOLD,16.43,39.9,-8.64,,,,
2026-05-01,SOXL,逆張り,HOLD,130.4,75.7,54.52,,,,
2026-05-01,SOXS,逆張り,HOLD,12.98,22.1,-50.95,,,,
2026-05-01,SPXS,逆張り,BUY,29.8,25.9,-13.02,,,,
2026-05-01,SPY,逆張り,HOLD,720.65,75.3,4.52,,,,
2026-05-01,SQQQ,逆張り,HOLD,50.22,22.6,-21.52,,,,
2026-05-01,TECL,逆張り,HOLD,152.66,75.3,26.95,,,,
2026-05-01,TQQQ,逆張り,HOLD,65.3,78.0,21.68,,,,
2026-05-01,TSLL,逆張り,HOLD,13.07,58.0,1.44,,,,
2026-05-01,TSM,逆張り,HOLD,397.67,64.9,8.52,,,,
2026-05-01,UPRO,逆張り,HOLD,130.3,74.4,12.42,,,,
2026-05-04,AAPL,トレンドフォロー,HOLD,276.83,63.1,4.56,,,,
2026-05-04,AMAT,トレンドフォロー,HOLD,391.38,52.1,4.27,,,,
2026-05-04,AMD,トレンドフォロー,HOLD,341.54,68.3,27.46,,,,
2026-05-04,AMZN,トレンドフォロー,HOLD,272.05,83.4,13.91,,,,
2026-05-04,AVGO,トレンドフォロー,HOLD,416.5,65.0,11.82,,,,
2026-05-04,CLSK,トレンドフォロー,HOLD,12.82,64.2,16.29,,,,
2026-05-04,COIN,トレンドフォロー,HOLD,202.99,58.9,6.28,,,,
2026-05-04,FNGG,トレンドフォロー,HOLD,215.5,71.3,13.41,,,,
2026-05-04,GOOGL,トレンドフォロー,HOLD,383.25,83.8,15.97,,,,
2026-05-04,INTC,トレンドフォロー,HOLD,95.78,80.3,46.23,,,,
2026-05-04,IWM,トレンドフォロー,HOLD,277.88,65.3,4.73,,,,
2026-05-04,META,トレンドフォロー,HOLD,610.41,36.3,-4.11,,,,
2026-05-04,MSFT,トレンドフォロー,HOLD,413.62,52.7,1.96,,,,
2026-05-04,MSTR,トレンドフォロー,HOLD,183.8,70.2,21.08,,,,
2026-05-04,MU,トレンドフォロー,HOLD,576.45,80.5,28.44,,,,
2026-05-04,NUGT,トレンドフォロー,HOLD,160.67,33.2,-18.94,,,,
2026-05-04,NVDA,トレンドフォロー,HOLD,198.48,49.8,3.04,,,,
2026-05-04,QCOM,トレンドフォロー,BUY,168.38,71.7,17.93,,,,
2026-05-04,QQQ,トレンドフォロー,HOLD,672.88,76.6,6.99,,,,
2026-05-04,SOFI,トレンドフォロー,HOLD,16.2,38.3,-9.48,,,,
2026-05-04,SOXL,トレンドフォロー,HOLD,127.55,72.1,47.46,,,,
2026-05-04,SOXS,トレンドフォロー,HOLD,13.26,23.9,-48.64,,,,
2026-05-04,SPXS,トレンドフォロー,HOLD,30.13,30.0,-11.53,,,,
2026-05-04,SPY,トレンドフォロー,HOLD,718.01,70.5,3.93,,,,
2026-05-04,SQQQ,トレンドフォロー,HOLD,50.51,24.0,-20.25,,,,
2026-05-04,TECL,トレンドフォロー,HOLD,153.15,75.5,25.68,,,,
2026-05-04,TQQQ,トレンドフォロー,HOLD,64.91,75.9,19.73,,,,
2026-05-04,TSLL,トレンドフォロー,HOLD,13.18,59.1,2.18,,,,
2026-05-04,TSM,トレンドフォロー,HOLD,401.61,67.0,9.08,,,,
2026-05-04,UPRO,トレンドフォロー,HOLD,128.85,69.2,10.56,,,,
2026-05-04,AAPL,逆張り,HOLD,276.83,63.1,4.56,,,,
2026-05-04,AMAT,逆張り,HOLD,391.38,52.1,4.27,,,,
2026-05-04,AMD,逆張り,HOLD,341.54,68.3,27.46,,,,
2026-05-04,AMZN,逆張り,HOLD,272.05,83.4,13.91,,,,
2026-05-04,AVGO,逆張り,HOLD,416.5,65.0,11.82,,,,
2026-05-04,CLSK,逆張り,HOLD,12.82,64.2,16.29,,,,
2026-05-04,COIN,逆張り,HOLD,202.99,58.9,6.28,,,,
2026-05-04,FNGG,逆張り,HOLD,215.5,71.3,13.41,,,,
2026-05-04,GOOGL,逆張り,HOLD,383.25,83.8,15.97,,,,
2026-05-04,INTC,逆張り,HOLD,95.78,80.3,46.23,,,,
2026-05-04,IWM,逆張り,HOLD,277.88,65.3,4.73,,,,
2026-05-04,META,逆張り,HOLD,610.41,36.3,-4.11,,,,
2026-05-04,MSFT,逆張り,HOLD,413.62,52.7,1.96,,,,
2026-05-04,MSTR,逆張り,HOLD,183.8,70.2,21.08,,,,
2026-05-04,MU,逆張り,HOLD,576.45,80.5,28.44,,,,
2026-05-04,NUGT,逆張り,HOLD,160.67,33.2,-18.94,,,,
2026-05-04,NVDA,逆張り,HOLD,198.48,49.8,3.04,,,,
2026-05-04,QCOM,逆張り,HOLD,168.38,71.7,17.93,,,,
2026-05-04,QQQ,逆張り,HOLD,672.88,76.6,6.99,,,,
2026-05-04,SOFI,逆張り,HOLD,16.2,38.3,-9.48,,,,
2026-05-04,SOXL,逆張り,HOLD,127.55,72.1,47.46,,,,
2026-05-04,SOXS,逆張り,BUY,13.26,23.9,-48.64,,,,
2026-05-04,SPXS,逆張り,HOLD,30.13,30.0,-11.53,,,,
2026-05-04,SPY,逆張り,SELL,718.01,70.5,3.93,,,,
2026-05-04,SQQQ,逆張り,BUY,50.51,24.0,-20.25,,,,
2026-05-04,TECL,逆張り,HOLD,153.15,75.5,25.68,,,,
2026-05-04,TQQQ,逆張り,HOLD,64.91,75.9,19.73,,,,
2026-05-04,TSLL,逆張り,HOLD,13.18,59.1,2.18,,,,
2026-05-04,TSM,逆張り,HOLD,401.61,67.0,9.08,,,,
2026-05-04,UPRO,逆張り,SELL,128.85,69.2,10.56,,,,
2026-05-05,AAPL,トレンドフォロー,HOLD,284.18,70.1,6.95,,,,
2026-05-05,AMAT,トレンドフォロー,HOLD,410.82,62.5,8.95,,,,
2026-05-05,AMD,トレンドフォロー,HOLD,355.26,71.9,30.51,,,,
2026-05-05,AMZN,トレンドフォロー,HOLD,273.55,84.2,13.74,,,,
2026-05-05,AVGO,トレンドフォロー,HOLD,427.36,69.8,13.92,,,,
2026-05-05,CLSK,トレンドフォロー,HOLD,13.41,68.5,20.37,,,,
2026-05-05,COIN,トレンドフォロー,HOLD,197.75,54.3,3.36,,,,
2026-05-05,FNGG,トレンドフォロー,HOLD,219.28,74.0,14.54,,,,
2026-05-05,GOOGL,トレンドフォロー,HOLD,388.43,85.2,16.54,,,,
2026-05-05,INTC,トレンドフォロー,BUY,108.15,85.9,60.03,,,,
2026-05-05,IWM,トレンドフォロー,HOLD,282.56,71.5,6.16,,,,
2026-05-05,META,トレンドフォロー,HOLD,604.96,34.6,-4.73,,,,
2026-05-05,MSFT,トレンドフォロー,HOLD,411.38,50.8,1.34,,,,
2026-05-05,MSTR,トレンドフォロー,HOLD,186.9,71.7,21.74,,,,
2026-05-05,MU,トレンドフォロー,BUY,640.2,86.3,39.74,,,,
2026-05-05,NUGT,トレンドフォロー,HOLD,160.94,33.4,-18.05,,,,
2026-05-05,NVDA,トレンドフォロー,HOLD,196.5,47.0,1.91,,,,
2026-05-05,QCOM,トレンドフォロー,BUY,186.55,79.8,28.74,,,,
2026-05-05,QQQ,トレンドフォロー,HOLD,681.61,80.1,7.94,,,,
2026-05-05,SOFI,トレンドフォロー,HOLD,16.02,37.0,-10.03,,,,
2026-05-05,SOXL,トレンドフォロー,HOLD,144.16,78.7,61.42,,,,
2026-05-05,SOXS,トレンドフォロー,SELL,11.51,20.7,-54.18,,,,
2026-05-05,SPXS,トレンドフォロー,HOLD,29.44,26.6,-12.98,,,,
2026-05-05,SPY,トレンドフォロー,HOLD,723.77,74.5,4.52,,,,
2026-05-05,SQQQ,トレンドフォロー,HOLD,48.59,21.2,-22.4,,,,
2026-05-05,TECL,トレンドフォロー,HOLD,163.13,80.7,31.69,,,,
2026-05-05,TQQQ,トレンドフォロー,HOLD,67.39,79.8,22.85,,,,
2026-05-05,TSLL,トレンドフォロー,HOLD,12.96,55.9,0.45,,,,
2026-05-05,TSM,トレンドフォロー,HOLD,394.41,59.6,6.76,,,,
2026-05-05,UPRO,トレンドフォロー,HOLD,131.85,73.5,12.42,,,,
2026-05-05,AAPL,逆張り,HOLD,284.18,70.1,6.95,,,,
2026-05-05,AMAT,逆張り,HOLD,410.82,62.5,8.95,,,,
2026-05-05,AMD,逆張り,HOLD,355.26,71.9,30.51,,,,
2026-05-05,AMZN,逆張り,HOLD,273.55,84.2,13.74,,,,
2026-05-05,AVGO,逆張り,HOLD,427.36,69.8,13.92,,,,
2026-05-05,CLSK,逆張り,HOLD,13.41,68.5,20.37,,,,
2026-05-05,COIN,逆張り,HOLD,197.75,54.3,3.36,,,,
2026-05-05,FNGG,逆張り,HOLD,219.28,74.0,14.54,,,,
2026-05-05,GOOGL,逆張り,HOLD,388.43,85.2,16.54,,,,
2026-05-05,INTC,逆張り,HOLD,108.15,85.9,60.03,,,,
2026-05-05,IWM,逆張り,HOLD,282.56,71.5,6.16,,,,
2026-05-05,META,逆張り,HOLD,604.96,34.6,-4.73,,,,
2026-05-05,MSFT,逆張り,HOLD,411.38,50.8,1.34,,,,
2026-05-05,MSTR,逆張り,HOLD,186.9,71.7,21.74,,,,
2026-05-05,MU,逆張り,HOLD,640.2,86.3,39.74,,,,
2026-05-05,NUGT,逆張り,HOLD,160.94,33.4,-18.05,,,,
2026-05-05,NVDA,逆張り,HOLD,196.5,47.0,1.91,,,,
2026-05-05,QCOM,逆張り,HOLD,186.55,79.8,28.74,,,,
2026-05-05,QQQ,逆張り,HOLD,681.61,80.1,7.94,,,,
2026-05-05,SOFI,逆張り,HOLD,16.02,37.0,-10.03,,,,
2026-05-05,SOXL,逆張り,HOLD,144.16,78.7,61.42,,,,
2026-05-05,SOXS,逆張り,HOLD,11.51,20.7,-54.18,,,,
2026-05-05,SPXS,逆張り,HOLD,29.44,26.6,-12.98,,,,
2026-05-05,SPY,逆張り,HOLD,723.77,74.5,4.52,,,,
2026-05-05,SQQQ,逆張り,HOLD,48.59,21.2,-22.4,,,,
2026-05-05,TECL,逆張り,HOLD,163.13,80.7,31.69,,,,
2026-05-05,TQQQ,逆張り,HOLD,67.39,79.8,22.85,,,,
2026-05-05,TSLL,逆張り,HOLD,12.96,55.9,0.45,,,,
2026-05-05,TSM,逆張り,SELL,394.41,59.6,6.76,,,,
2026-05-05,UPRO,逆張り,HOLD,131.85,73.5,12.42,,,,
2026-05-06,AAPL,トレンドフォロー,HOLD,287.51,72.8,7.77,,,,
2026-05-06,AMAT,トレンドフォロー,HOLD,428.62,69.3,12.92,,,,
2026-05-06,AMD,トレンドフォロー,BUY,421.39,82.5,50.77,,,,
2026-05-06,AMZN,トレンドフォロー,HOLD,274.99,85.0,13.54,,,,
2026-05-06,AVGO,トレンドフォロー,HOLD,425.44,67.9,12.67,,,,
2026-05-06,CLSK,トレンドフォロー,BUY,14.5,74.8,28.27,,,,
2026-05-06,COIN,トレンドフォロー,HOLD,197.96,54.4,3.3,,,,
2026-05-06,FNGG,トレンドフォロー,BUY,226.35,78.2,17.19,,,,
2026-05-06,GOOGL,トレンドフォロー,HOLD,398.04,87.4,18.31,,,,
2026-05-06,INTC,トレンドフォロー,HOLD,113.01,87.5,61.92,,,,
2026-05-06,IWM,トレンドフォロー,HOLD,286.8,75.9,7.34,,,,
2026-05-06,META,トレンドフォロー,SELL,612.88,39.1,-3.32,,,,
2026-05-06,MSFT,トレンドフォロー,HOLD,413.96,53.0,1.87,,,,
2026-05-06,MSTR,トレンドフォロー,HOLD,186.82,71.6,20.42,,,,
2026-05-06,MU,トレンドフォロー,BUY,666.59,87.9,42.34,,,,
2026-05-06,NUGT,トレンドフォロー,HOLD,185.48,50.5,-5.3,,,,
2026-05-06,NVDA,トレンドフォロー,HOLD,207.83,61.1,7.38,,,,
2026-05-06,QCOM,トレンドフォロー,BUY,192.57,81.7,30.79,,,,
2026-05-06,QQQ,トレンドフォロー,HOLD,695.77,84.3,9.64,,,,
2026-05-06,SOFI,トレンドフォロー,HOLD,16.3,40.5,-8.07,,,,
2026-05-06,SOXL,トレンドフォロー,HOLD,165.85,84.1,78.25,,,,
2026-05-06,SOXS,トレンドフォロー,SELL,9.81,18.0,-59.75,,,,
2026-05-06,SPXS,トレンドフォロー,HOLD,28.23,21.8,-15.88,,,,
2026-05-06,SPY,トレンドフォロー,HOLD,733.83,79.8,5.66,,,,
2026-05-06,SQQQ,トレンドフォロー,SELL,45.59,17.5,-26.21,,,,
2026-05-06,TECL,トレンドフォロー,HOLD,176.03,85.2,39.24,,,,
2026-05-06,TQQQ,トレンドフォロー,HOLD,71.57,84.5,28.56,,,,
2026-05-06,TSLL,トレンドフォロー,HOLD,13.58,62.3,4.99,,,,
2026-05-06,TSM,トレンドフォロー,BUY,419.5,71.7,12.8,,,,
2026-05-06,UPRO,トレンドフォロー,HOLD,137.3,79.3,16.1,,,,
2026-05-06,AAPL,逆張り,HOLD,287.51,72.8,7.77,,,,
2026-05-06,AMAT,逆張り,HOLD,428.62,69.3,12.92,,,,
2026-05-06,AMD,逆張り,HOLD,421.39,82.5,50.77,,,,
2026-05-06,AMZN,逆張り,HOLD,274.99,85.0,13.54,,,,
2026-05-06,AVGO,逆張り,HOLD,425.44,67.9,12.67,,,,
2026-05-06,CLSK,逆張り,HOLD,14.5,74.8,28.27,,,,
2026-05-06,COIN,逆張り,HOLD,197.96,54.4,3.3,,,,
2026-05-06,FNGG,逆張り,HOLD,226.35,78.2,17.19,,,,
2026-05-06,GOOGL,逆張り,HOLD,398.04,87.4,18.31,,,,
2026-05-06,INTC,逆張り,HOLD,113.01,87.5,61.92,,,,
2026-05-06,IWM,逆張り,HOLD,286.8,75.9,7.34,,,,
2026-05-06,META,逆張り,HOLD,612.88,39.1,-3.32,,,,
2026-05-06,MSFT,逆張り,HOLD,413.96,53.0,1.87,,,,
2026-05-06,MSTR,逆張り,HOLD,186.82,71.6,20.42,,,,
2026-05-06,MU,逆張り,HOLD,666.59,87.9,42.34,,,,
2026-05-06,NUGT,逆張り,HOLD,185.48,50.5,-5.3,,,,
2026-05-06,NVDA,逆張り,HOLD,207.83,61.1,7.38,,,,
2026-05-06,QCOM,逆張り,HOLD,192.57,81.7,30.79,,,,
2026-05-06,QQQ,逆張り,HOLD,695.77,84.3,9.64,,,,
2026-05-06,SOFI,逆張り,HOLD,16.3,40.5,-8.07,,,,
2026-05-06,SOXL,逆張り,HOLD,165.85,84.1,78.25,,,,
2026-05-06,SOXS,逆張り,HOLD,9.81,18.0,-59.75,,,,
2026-05-06,SPXS,逆張り,HOLD,28.23,21.8,-15.88,,,,
2026-05-06,SPY,逆張り,HOLD,733.83,79.8,5.66,,,,
2026-05-06,SQQQ,逆張り,SELL,45.59,17.5,-26.21,,,,
2026-05-06,TECL,逆張り,HOLD,176.03,85.2,39.24,,,,
2026-05-06,TQQQ,逆張り,HOLD,71.57,84.5,28.56,,,,
2026-05-06,TSLL,逆張り,HOLD,13.58,62.3,4.99,,,,
2026-05-06,TSM,逆張り,HOLD,419.5,71.7,12.8,,,,
2026-05-06,UPRO,逆張り,HOLD,137.3,79.3,16.1,,,,
2026-05-07,AAPL,トレンドフォロー,HOLD,287.44,72.6,7.34,,,,
2026-05-07,AMAT,トレンドフォロー,HOLD,410.64,57.6,7.75,,,,
2026-05-07,AMD,トレンドフォロー,HOLD,408.46,76.2,42.93,,,,
2026-05-07,AMZN,トレンドフォロー,HOLD,271.17,74.4,11.31,,,,
2026-05-07,AVGO,トレンドフォロー,HOLD,412.56,56.9,8.77,,,,
2026-05-07,CLSK,トレンドフォロー,HOLD,13.98,67.7,22.26,,,,
2026-05-07,COIN,トレンドフォロー,HOLD,192.96,49.8,0.65,,,,
2026-05-07,FNGG,トレンドフォロー,HOLD,224.75,75.1,15.44,,,,
2026-05-07,GOOGL,トレンドフォロー,HOLD,397.99,87.3,17.25,,,,
2026-05-07,INTC,トレンドフォロー,HOLD,109.62,80.6,52.81,,,,
2026-05-07,IWM,トレンドフォロー,HOLD,282.26,64.2,5.35,,,,
2026-05-07,META,トレンドフォロー,HOLD,616.81,41.4,-2.57,,,,
2026-05-07,MSFT,トレンドフォロー,HOLD,420.77,58.3,3.37,,,,
2026-05-07,MSTR,トレンドフォロー,HOLD,179.84,62.7,15.03,,,,
2026-05-07,MU,トレンドフォロー,HOLD,646.63,79.9,35.56,,,,
2026-05-07,NUGT,トレンドフォロー,HOLD,183.09,49.2,-6.22,,,,
2026-05-07,NVDA,トレンドフォロー,HOLD,211.5,64.5,8.78,,,,
2026-05-07,QCOM,トレンドフォロー,BUY,202.55,84.5,35.09,,,,
2026-05-07,QQQ,トレンドフォロー,HOLD,694.94,83.1,9.0,,,,
2026-05-07,SOFI,トレンドフォロー,HOLD,16.0,38.0,-9.33,,,,
2026-05-07,SOXL,トレンドフォロー,HOLD,152.1,71.3,58.56,,,,
2026-05-07,SOXS,トレンドフォロー,SELL,10.6,23.1,-55.28,,,,
2026-05-07,SPXS,トレンドフォロー,HOLD,28.49,25.0,-14.47,,,,
2026-05-07,SPY,トレンドフォロー,HOLD,731.58,75.8,5.06,,,,
2026-05-07,SQQQ,トレンドフォロー,SELL,45.73,18.3,-25.03,,,,
2026-05-07,TECL,トレンドフォロー,HOLD,174.84,83.2,35.77,,,,
2026-05-07,TQQQ,トレンドフォロー,BUY,71.34,83.3,26.41,,,,
2026-05-07,TSLL,トレンドフォロー,HOLD,14.47,69.4,11.22,,,,
2026-05-07,TSM,トレンドフォロー,HOLD,414.15,67.0,10.75,,,,
2026-05-07,UPRO,トレンドフォロー,HOLD,136.02,75.0,14.18,,,,
2026-05-07,AAPL,逆張り,HOLD,287.44,72.6,7.34,,,,
2026-05-07,AMAT,逆張り,HOLD,410.64,57.6,7.75,,,,
2026-05-07,AMD,逆張り,HOLD,408.46,76.2,42.93,,,,
2026-05-07,AMZN,逆張り,SELL,271.17,74.4,11.31,,,,
2026-05-07,AVGO,逆張り,HOLD,412.56,56.9,8.77,,,,
2026-05-07,CLSK,逆張り,HOLD,13.98,67.7,22.26,,,,
2026-05-07,COIN,逆張り,HOLD,192.96,49.8,0.65,,,,
2026-05-07,FNGG,逆張り,HOLD,224.75,75.1,15.44,,,,
2026-05-07,GOOGL,逆張り,HOLD,397.99,87.3,17.25,,,,
2026-05-07,INTC,逆張り,HOLD,109.62,80.6,52.81,,,,
2026-05-07,IWM,逆張り,HOLD,282.26,64.2,5.35,,,,
2026-05-07,META,逆張り,HOLD,616.81,41.4,-2.57,,,,
2026-05-07,MSFT,逆張り,HOLD,420.77,58.3,3.37,,,,
2026-05-07,MSTR,逆張り,HOLD,179.84,62.7,15.03,,,,
2026-05-07,MU,逆張り,HOLD,646.63,79.9,35.56,,,,
2026-05-07,NUGT,逆張り,HOLD,183.09,49.2,-6.22,,,,
2026-05-07,NVDA,逆張り,HOLD,211.5,64.5,8.78,,,,
2026-05-07,QCOM,逆張り,HOLD,202.55,84.5,35.09,,,,
2026-05-07,QQQ,逆張り,HOLD,694.94,83.1,9.0,,,,
2026-05-07,SOFI,逆張り,HOLD,16.0,38.0,-9.33,,,,
2026-05-07,SOXL,逆張り,HOLD,152.1,71.3,58.56,,,,
2026-05-07,SOXS,逆張り,BUY,10.6,23.1,-55.28,,,,
2026-05-07,SPXS,逆張り,BUY,28.49,25.0,-14.47,,,,
2026-05-07,SPY,逆張り,HOLD,731.58,75.8,5.06,,,,
2026-05-07,SQQQ,逆張り,BUY,45.73,18.3,-25.03,,,,
2026-05-07,TECL,逆張り,HOLD,174.84,83.2,35.77,,,,
2026-05-07,TQQQ,逆張り,HOLD,71.34,83.3,26.41,,,,
2026-05-07,TSLL,逆張り,HOLD,14.47,69.4,11.22,,,,
2026-05-07,TSM,逆張り,HOLD,414.15,67.0,10.75,,,,
2026-05-07,UPRO,逆張り,HOLD,136.02,75.0,14.18,,,,
2026-05-08,AAPL,トレンドフォロー,HOLD,293.32,77.0,9.03,,,,
2026-05-08,AMAT,トレンドフォロー,HOLD,435.44,66.3,13.47,,,,
2026-05-08,AMD,トレンドフォロー,BUY,455.19,81.8,54.8,,,,
2026-05-08,AMZN,トレンドフォロー,HOLD,272.68,75.8,11.29,,,,
2026-05-08,AVGO,トレンドフォロー,HOLD,430.0,65.4,12.63,,,,
2026-05-08,CLSK,トレンドフォロー,HOLD,14.2,69.0,22.73,,,,
2026-05-08,COIN,トレンドフォロー,HOLD,201.16,56.5,4.68,,,,
2026-05-08,FNGG,トレンドフォロー,HOLD,236.27,81.1,20.11,,,,
2026-05-08,GOOGL,トレンドフォロー,HOLD,400.8,88.0,17.04,,,,
2026-05-08,INTC,トレンドフォロー,BUY,124.92,86.1,68.06,,,,
2026-05-08,IWM,トレンドフォロー,HOLD,284.17,66.6,5.75,,,,
2026-05-08,META,トレンドフォロー,HOLD,609.63,38.5,-3.53,,,,
2026-05-08,MSFT,トレンドフォロー,HOLD,415.12,52.8,1.88,,,,
