============================================================
  株式シグナルレポート  2026-08-10
============================================================

【トレンドフォロー】
  銘柄       シグナル               終値     RSI       乖離率
  --------------------------------------------------
  NVDA     ⚪ HOLD         223.96    69.3    +8.56%
  AMD      ⚪ HOLD         483.36    46.1    -2.52%
  TSM      ⚪ HOLD         420.04    54.9    +1.01%
  INTC     ⚪ HOLD         101.65    53.5    -1.52%
  AVGO     ⚪ HOLD         427.76    71.0    +8.60%
  QCOM     ⚪ HOLD         167.86    51.3    -4.79%
  MU       ⚪ HOLD         877.57    47.9    -2.80%
  AMAT     ⚪ HOLD         539.14    51.2    +0.65%
  AAPL     ⚪ HOLD         313.33    44.8    +0.15%
  MSFT     ⚪ HOLD         499.99    82.6   +19.10%
  GOOGL    ⚪ HOLD         354.30    51.3    +0.15%
  META     ⚪ HOLD         592.10    47.8    -1.67%
  AMZN     ⚪ HOLD         274.48    66.7    +9.30%
  SOXL     ⚪ HOLD         140.25    49.4   -11.92%
  SOXS     ⚪ HOLD          42.08    36.8   -82.19%
  TQQQ     ⚪ HOLD          74.47    59.4    +5.15%
  SQQQ     ⚪ HOLD          37.40    38.4   -10.16%
  UPRO     ⚪ HOLD         155.06    69.1    +9.39%
  SPXS     ⚪ HOLD          23.96    31.1    -9.95%
  FNGG     ⚪ HOLD         267.73    72.8   +14.74%
  TECL     ⚪ HOLD         211.64    61.9    +9.55%
  TSLL     ⚪ HOLD           8.11    40.5   -22.16%
  NUGT     ⚪ HOLD         160.84    77.2   +25.58%
  SOFI     ⚪ HOLD          18.38    58.7    +5.50%
  CLSK     ⚪ HOLD          12.30    39.7   -12.82%
  MSTR     ⚪ HOLD         100.01    54.5    -4.48%
  COIN     ⚪ HOLD         153.60    47.2    -4.67%
  SPY      ⚪ HOLD         773.26    70.0    +3.52%
  QQQ      ⚪ HOLD         723.03    60.8    +2.62%
  IWM      ⚪ HOLD         301.56    62.0    +2.80%

【逆張り】
  銘柄       シグナル               終値     RSI       乖離率
  --------------------------------------------------
  AMAT     🟢 BUY          539.14    51.2    +0.65%
  NVDA     ⚪ HOLD         223.96    69.3    +8.56%
  AMD      ⚪ HOLD         483.36    46.1    -2.52%
  TSM      ⚪ HOLD         420.04    54.9    +1.01%
  INTC     ⚪ HOLD         101.65    53.5    -1.52%
  AVGO     ⚪ HOLD         427.76    71.0    +8.60%
  QCOM     ⚪ HOLD         167.86    51.3    -4.79%
  MU       ⚪ HOLD         877.57    47.9    -2.80%
  AAPL     ⚪ HOLD         313.33    44.8    +0.15%
  MSFT     ⚪ HOLD         499.99    82.6   +19.10%
  GOOGL    ⚪ HOLD         354.30    51.3    +0.15%
  META     ⚪ HOLD         592.10    47.8    -1.67%
  AMZN     ⚪ HOLD         274.48    66.7    +9.30%
  SOXL     ⚪ HOLD         140.25    49.4   -11.92%
  SOXS     ⚪ HOLD          42.08    36.8   -82.19%
  TQQQ     ⚪ HOLD          74.47    59.4    +5.15%
  SQQQ     ⚪ HOLD          37.40    38.4   -10.16%
  UPRO     ⚪ HOLD         155.06    69.1    +9.39%
  SPXS     ⚪ HOLD          23.96    31.1    -9.95%
  FNGG     ⚪ HOLD         267.73    72.8   +14.74%
  TECL     ⚪ HOLD         211.64    61.9    +9.55%
  TSLL     ⚪ HOLD           8.11    40.5   -22.16%
  NUGT     ⚪ HOLD         160.84    77.2   +25.58%
  SOFI     ⚪ HOLD          18.38    58.7    +5.50%
  CLSK     ⚪ HOLD          12.30    39.7   -12.82%
  MSTR     ⚪ HOLD         100.01    54.5    -4.48%
  COIN     ⚪ HOLD         153.60    47.2    -4.67%
  SPY      ⚪ HOLD         773.26    70.0    +3.52%
  QQQ      ⚪ HOLD         723.03    60.8    +2.62%
  IWM      ⚪ HOLD         301.56    62.0    +2.80%

============================================================
