============================================================
  株式シグナルレポート  2026-08-17
============================================================

【トレンドフォロー】
  銘柄       シグナル               終値     RSI       乖離率
  --------------------------------------------------
  AAPL     🔴 SELL         305.93    40.8    -1.62%
  SOXS     🔴 SELL          40.28    36.6   -79.16%
  SPXS     🔴 SELL          23.72    32.5    -8.79%
  NVDA     ⚪ HOLD         225.16    66.5    +7.32%
  AMD      ⚪ HOLD         514.39    56.5    +4.21%
  TSM      ⚪ HOLD         426.35    57.3    +2.00%
  INTC     ⚪ HOLD         102.50    54.2    -0.19%
  AVGO     ⚪ HOLD         392.99    42.8    -1.26%
  QCOM     ⚪ HOLD         165.79    50.4    -4.47%
  MU       ⚪ HOLD         971.66    60.7    +7.29%
  AMAT     ⚪ HOLD         507.18    43.3    -4.99%
  MSFT     ⚪ HOLD         495.40    71.7   +13.30%
  GOOGL    ⚪ HOLD         345.90    46.3    -1.82%
  META     ⚪ HOLD         589.85    47.6    -1.65%
  AMZN     ⚪ HOLD         262.65    51.7    +2.99%
  SOXL     ⚪ HOLD         144.95    52.5    -6.40%
  TQQQ     ⚪ HOLD          76.79    62.4    +6.97%
  SQQQ     ⚪ HOLD          36.24    36.4   -10.77%
  UPRO     ⚪ HOLD         156.63    67.4    +8.17%
  FNGG     ⚪ HOLD         264.73    63.6   +10.67%
  TECL     ⚪ HOLD         217.67    62.5   +10.17%
  TSLL     ⚪ HOLD           8.76    50.8   -12.18%
  NUGT     ⚪ HOLD         160.82    68.9   +18.81%
  SOFI     ⚪ HOLD          18.29    56.8    +4.01%
  CLSK     ⚪ HOLD          12.09    43.0   -11.07%
  MSTR     ⚪ HOLD          93.04    42.7    -9.39%
  COIN     ⚪ HOLD         148.47    43.7    -6.40%
  SPY      ⚪ HOLD         776.34    68.7    +3.10%
  QQQ      ⚪ HOLD         731.07    63.6    +3.08%
  IWM      ⚪ HOLD         305.09    66.9    +3.28%

【逆張り】
  銘柄       シグナル               終値     RSI       乖離率
  --------------------------------------------------
  NVDA     ⚪ HOLD         225.16    66.5    +7.32%
  AMD      ⚪ HOLD         514.39    56.5    +4.21%
  TSM      ⚪ HOLD         426.35    57.3    +2.00%
  INTC     ⚪ HOLD         102.50    54.2    -0.19%
  AVGO     ⚪ HOLD         392.99    42.8    -1.26%
  QCOM     ⚪ HOLD         165.79    50.4    -4.47%
  MU       ⚪ HOLD         971.66    60.7    +7.29%
  AMAT     ⚪ HOLD         507.18    43.3    -4.99%
  AAPL     ⚪ HOLD         305.93    40.8    -1.62%
  MSFT     ⚪ HOLD         495.40    71.7   +13.30%
  GOOGL    ⚪ HOLD         345.90    46.3    -1.82%
  META     ⚪ HOLD         589.85    47.6    -1.65%
  AMZN     ⚪ HOLD         262.65    51.7    +2.99%
  SOXL     ⚪ HOLD         144.95    52.5    -6.40%
  SOXS     ⚪ HOLD          40.28    36.6   -79.16%
  TQQQ     ⚪ HOLD          76.79    62.4    +6.97%
  SQQQ     ⚪ HOLD          36.24    36.4   -10.77%
  UPRO     ⚪ HOLD         156.63    67.4    +8.17%
  SPXS     ⚪ HOLD          23.72    32.5    -8.79%
  FNGG     ⚪ HOLD         264.73    63.6   +10.67%
  TECL     ⚪ HOLD         217.67    62.5   +10.17%
  TSLL     ⚪ HOLD           8.76    50.8   -12.18%
  NUGT     ⚪ HOLD         160.82    68.9   +18.81%
  SOFI     ⚪ HOLD          18.29    56.8    +4.01%
  CLSK     ⚪ HOLD          12.09    43.0   -11.07%
  MSTR     ⚪ HOLD          93.04    42.7    -9.39%
  COIN     ⚪ HOLD         148.47    43.7    -6.40%
  SPY      ⚪ HOLD         776.34    68.7    +3.10%
  QQQ      ⚪ HOLD         731.07    63.6    +3.08%
  IWM      ⚪ HOLD         305.09    66.9    +3.28%

============================================================
