============================================================
  株式シグナルレポート  2026-08-30
============================================================

【トレンドフォロー】
  銘柄       シグナル               終値     RSI       乖離率
  --------------------------------------------------
  MSTR     🟢 BUY          127.31    64.6   +17.06%
  AVGO     🔴 SELL         368.79    41.8    -4.42%
  NVDA     ⚪ HOLD         217.55    51.7    +2.32%
  AMD      ⚪ HOLD         465.58    43.4    -4.27%
  TSM      ⚪ HOLD         417.52    49.4    -0.13%
  INTC     ⚪ HOLD          89.47    40.4    -8.97%
  QCOM     ⚪ HOLD         164.19    52.1    -2.83%
  MU       ⚪ HOLD         932.86    50.7    +1.24%
  AMAT     ⚪ HOLD         461.67    33.0   -10.54%
  AAPL     ⚪ HOLD         319.70    61.5    +2.62%
  MSFT     ⚪ HOLD         513.53    76.6   +12.08%
  GOOGL    ⚪ HOLD         346.59    50.3    -0.73%
  META     ⚪ HOLD         578.02    52.2    -1.19%
  AMZN     ⚪ HOLD         266.43    56.7    +3.49%
  SOXL     ⚪ HOLD         111.34    38.5   -21.36%
  SOXS     ⚪ HOLD          49.82    53.0   -63.27%
  TQQQ     ⚪ HOLD          71.85    50.4    +0.16%
  SQQQ     ⚪ HOLD          38.54    47.4    -3.35%
  UPRO     ⚪ HOLD         151.78    54.3    +3.12%
  SPXS     ⚪ HOLD          24.46    44.8    -3.92%
  FNGG     ⚪ HOLD         269.42    66.1    +8.82%
  TECL     ⚪ HOLD         200.82    51.4    +1.55%
  TSLL     ⚪ HOLD           8.98    50.7    -6.52%
  NUGT     ⚪ HOLD         194.47    59.5   +21.71%
  SOFI     ⚪ HOLD          18.06    48.0    +0.67%
  CLSK     ⚪ HOLD          11.66    43.4   -10.62%
  COIN     ⚪ HOLD         178.64    57.4    +8.21%
  SPY      ⚪ HOLD         769.35    56.2    +1.41%
  QQQ      ⚪ HOLD         716.43    52.0    +0.69%
  IWM      ⚪ HOLD         295.75    41.6    -0.40%

【逆張り】
  銘柄       シグナル               終値     RSI       乖離率
  --------------------------------------------------
  NVDA     ⚪ HOLD         217.55    51.7    +2.32%
  AMD      ⚪ HOLD         465.58    43.4    -4.27%
  TSM      ⚪ HOLD         417.52    49.4    -0.13%
  INTC     ⚪ HOLD          89.47    40.4    -8.97%
  AVGO     ⚪ HOLD         368.79    41.8    -4.42%
  QCOM     ⚪ HOLD         164.19    52.1    -2.83%
  MU       ⚪ HOLD         932.86    50.7    +1.24%
  AMAT     ⚪ HOLD         461.67    33.0   -10.54%
  AAPL     ⚪ HOLD         319.70    61.5    +2.62%
  MSFT     ⚪ HOLD         513.53    76.6   +12.08%
  GOOGL    ⚪ HOLD         346.59    50.3    -0.73%
  META     ⚪ HOLD         578.02    52.2    -1.19%
  AMZN     ⚪ HOLD         266.43    56.7    +3.49%
  SOXL     ⚪ HOLD         111.34    38.5   -21.36%
  SOXS     ⚪ HOLD          49.82    53.0   -63.27%
  TQQQ     ⚪ HOLD          71.85    50.4    +0.16%
  SQQQ     ⚪ HOLD          38.54    47.4    -3.35%
  UPRO     ⚪ HOLD         151.78    54.3    +3.12%
  SPXS     ⚪ HOLD          24.46    44.8    -3.92%
  FNGG     ⚪ HOLD         269.42    66.1    +8.82%
  TECL     ⚪ HOLD         200.82    51.4    +1.55%
  TSLL     ⚪ HOLD           8.98    50.7    -6.52%
  NUGT     ⚪ HOLD         194.47    59.5   +21.71%
  SOFI     ⚪ HOLD          18.06    48.0    +0.67%
  CLSK     ⚪ HOLD          11.66    43.4   -10.62%
  MSTR     ⚪ HOLD         127.31    64.6   +17.06%
  COIN     ⚪ HOLD         178.64    57.4    +8.21%
  SPY      ⚪ HOLD         769.35    56.2    +1.41%
  QQQ      ⚪ HOLD         716.43    52.0    +0.69%
  IWM      ⚪ HOLD         295.75    41.6    -0.40%

============================================================
