============================================================
  株式シグナルレポート  2026-08-14
============================================================

【トレンドフォロー】
  銘柄       シグナル               終値     RSI       乖離率
  --------------------------------------------------
  NUGT     🟢 BUY          155.13    65.8   +15.72%
  AAPL     🔴 SELL         305.26    39.8    -1.92%
  SOXS     🔴 SELL          40.12    36.3   -80.05%
  SPXS     🔴 SELL          23.56    29.9    -9.81%
  NVDA     ⚪ HOLD         225.30    66.8    +7.79%
  AMD      ⚪ HOLD         483.01    47.1    -1.94%
  TSM      ⚪ HOLD         430.49    61.4    +3.09%
  INTC     ⚪ HOLD         104.56    57.8    +1.81%
  AVGO     ⚪ HOLD         417.82    61.6    +4.91%
  QCOM     ⚪ HOLD         164.79    49.1    -5.26%
  MU       ⚪ HOLD         949.83    58.1    +5.27%
  AMAT     ⚪ HOLD         534.54    50.1    -0.12%
  MSFT     ⚪ HOLD         496.88    73.0   +14.42%
  GOOGL    ⚪ HOLD         346.36    46.6    -1.78%
  META     ⚪ HOLD         594.97    50.0    -0.88%
  AMZN     ⚪ HOLD         265.13    54.3    +4.12%
  SOXL     ⚪ HOLD         145.36    52.7    -6.44%
  TQQQ     ⚪ HOLD          77.15    63.4    +7.85%
  SQQQ     ⚪ HOLD          36.04    35.4   -11.75%
  UPRO     ⚪ HOLD         157.68    70.5    +9.36%
  FNGG     ⚪ HOLD         270.12    69.1   +13.54%
  TECL     ⚪ HOLD         220.58    65.0   +12.23%
  TSLL     ⚪ HOLD           8.64    49.1   -13.92%
  SOFI     ⚪ HOLD          18.43    58.8    +5.02%
  CLSK     ⚪ HOLD          11.52    37.8   -15.75%
  MSTR     ⚪ HOLD          97.10    50.0    -5.89%
  COIN     ⚪ HOLD         153.90    49.5    -3.29%
  SPY      ⚪ HOLD         777.88    71.3    +3.47%
  QQQ      ⚪ HOLD         732.07    64.5    +3.38%
  IWM      ⚪ HOLD         303.50    64.2    +2.92%

【逆張り】
  銘柄       シグナル               終値     RSI       乖離率
  --------------------------------------------------
  AMZN     🔴 SELL         265.13    54.3    +4.12%
  NVDA     ⚪ HOLD         225.30    66.8    +7.79%
  AMD      ⚪ HOLD         483.01    47.1    -1.94%
  TSM      ⚪ HOLD         430.49    61.4    +3.09%
  INTC     ⚪ HOLD         104.56    57.8    +1.81%
  AVGO     ⚪ HOLD         417.82    61.6    +4.91%
  QCOM     ⚪ HOLD         164.79    49.1    -5.26%
  MU       ⚪ HOLD         949.83    58.1    +5.27%
  AMAT     ⚪ HOLD         534.54    50.1    -0.12%
  AAPL     ⚪ HOLD         305.26    39.8    -1.92%
  MSFT     ⚪ HOLD         496.88    73.0   +14.42%
  GOOGL    ⚪ HOLD         346.36    46.6    -1.78%
  META     ⚪ HOLD         594.97    50.0    -0.88%
  SOXL     ⚪ HOLD         145.36    52.7    -6.44%
  SOXS     ⚪ HOLD          40.12    36.3   -80.05%
  TQQQ     ⚪ HOLD          77.15    63.4    +7.85%
  SQQQ     ⚪ HOLD          36.04    35.4   -11.75%
  UPRO     ⚪ HOLD         157.68    70.5    +9.36%
  SPXS     ⚪ HOLD          23.56    29.9    -9.81%
  FNGG     ⚪ HOLD         270.12    69.1   +13.54%
  TECL     ⚪ HOLD         220.58    65.0   +12.23%
  TSLL     ⚪ HOLD           8.64    49.1   -13.92%
  NUGT     ⚪ HOLD         155.13    65.8   +15.72%
  SOFI     ⚪ HOLD          18.43    58.8    +5.02%
  CLSK     ⚪ HOLD          11.52    37.8   -15.75%
  MSTR     ⚪ HOLD          97.10    50.0    -5.89%
  COIN     ⚪ HOLD         153.90    49.5    -3.29%
  SPY      ⚪ HOLD         777.88    71.3    +3.47%
  QQQ      ⚪ HOLD         732.07    64.5    +3.38%
  IWM      ⚪ HOLD         303.50    64.2    +2.92%

============================================================
