============================================================
  株式シグナルレポート  2026-08-06
============================================================

【トレンドフォロー】
  銘柄       シグナル               終値     RSI       乖離率
  --------------------------------------------------
  FNGG     🟢 BUY          259.58    69.5   +12.79%
  SQQQ     🔴 SELL          38.29    40.1    -8.85%
  NVDA     ⚪ HOLD         219.22    65.9    +7.09%
  AMD      ⚪ HOLD         482.05    45.8    -2.98%
  TSM      ⚪ HOLD         414.00    51.5    -0.36%
  INTC     ⚪ HOLD         101.06    52.8    -2.34%
  AVGO     ⚪ HOLD         418.28    67.2    +7.06%
  QCOM     ⚪ HOLD         157.53    39.9   -11.29%
  MU       ⚪ HOLD         893.19    49.6    -1.34%
  AMAT     ⚪ HOLD         534.24    49.9    -0.31%
  AAPL     ⚪ HOLD         311.00    42.3    -0.59%
  MSFT     ⚪ HOLD         487.46    80.4   +18.49%
  GOOGL    ⚪ HOLD         362.43    56.5    +2.52%
  META     ⚪ HOLD         588.77    46.3    -2.41%
  AMZN     ⚪ HOLD         272.65    65.8    +9.59%
  SOXL     ⚪ HOLD         132.07    45.7   -18.29%
  SOXS     ⚪ HOLD          45.08    38.8   -82.43%
  TQQQ     ⚪ HOLD          72.84    57.1    +3.22%
  UPRO     ⚪ HOLD         153.24    67.9    +9.08%
  SPXS     ⚪ HOLD          24.24    32.0    -9.77%
  TECL     ⚪ HOLD         204.99    59.2    +6.95%
  TSLL     ⚪ HOLD           7.77    35.1   -27.28%
  NUGT     ⚪ HOLD         140.21    68.5   +11.60%
  SOFI     ⚪ HOLD          18.25    58.0    +5.27%
  CLSK     ⚪ HOLD          13.50    46.3    -5.43%
  MSTR     ⚪ HOLD          98.37    51.8    -6.63%
  COIN     ⚪ HOLD         149.89    41.5    -7.67%
  SPY      ⚪ HOLD         769.79    68.7    +3.40%
  QQQ      ⚪ HOLD         717.30    58.6    +2.02%
  IWM      ⚪ HOLD         299.77    60.1    +2.43%

【逆張り】
  銘柄       シグナル               終値     RSI       乖離率
  --------------------------------------------------
  NVDA     ⚪ HOLD         219.22    65.9    +7.09%
  AMD      ⚪ HOLD         482.05    45.8    -2.98%
  TSM      ⚪ HOLD         414.00    51.5    -0.36%
  INTC     ⚪ HOLD         101.06    52.8    -2.34%
  AVGO     ⚪ HOLD         418.28    67.2    +7.06%
  QCOM     ⚪ HOLD         157.53    39.9   -11.29%
  MU       ⚪ HOLD         893.19    49.6    -1.34%
  AMAT     ⚪ HOLD         534.24    49.9    -0.31%
  AAPL     ⚪ HOLD         311.00    42.3    -0.59%
  MSFT     ⚪ HOLD         487.46    80.4   +18.49%
  GOOGL    ⚪ HOLD         362.43    56.5    +2.52%
  META     ⚪ HOLD         588.77    46.3    -2.41%
  AMZN     ⚪ HOLD         272.65    65.8    +9.59%
  SOXL     ⚪ HOLD         132.07    45.7   -18.29%
  SOXS     ⚪ HOLD          45.08    38.8   -82.43%
  TQQQ     ⚪ HOLD          72.84    57.1    +3.22%
  SQQQ     ⚪ HOLD          38.29    40.1    -8.85%
  UPRO     ⚪ HOLD         153.24    67.9    +9.08%
  SPXS     ⚪ HOLD          24.24    32.0    -9.77%
  FNGG     ⚪ HOLD         259.58    69.5   +12.79%
  TECL     ⚪ HOLD         204.99    59.2    +6.95%
  TSLL     ⚪ HOLD           7.77    35.1   -27.28%
  NUGT     ⚪ HOLD         140.21    68.5   +11.60%
  SOFI     ⚪ HOLD          18.25    58.0    +5.27%
  CLSK     ⚪ HOLD          13.50    46.3    -5.43%
  MSTR     ⚪ HOLD          98.37    51.8    -6.63%
  COIN     ⚪ HOLD         149.89    41.5    -7.67%
  SPY      ⚪ HOLD         769.79    68.7    +3.40%
  QQQ      ⚪ HOLD         717.30    58.6    +2.02%
  IWM      ⚪ HOLD         299.77    60.1    +2.43%

============================================================
