============================================================
  株式シグナルレポート  2026-09-14
============================================================

【トレンドフォロー】
  銘柄       シグナル               終値     RSI       乖離率
  --------------------------------------------------
  NVDA     ⚪ HOLD         218.29    47.8    +0.99%
  AMD      ⚪ HOLD         516.13    61.9    +5.99%
  TSM      ⚪ HOLD         433.24    59.1    +2.91%
  INTC     ⚪ HOLD         102.94    61.4    +5.08%
  AVGO     ⚪ HOLD         361.99    41.7    -4.21%
  QCOM     ⚪ HOLD         181.97    75.9    +7.16%
  MU       ⚪ HOLD         975.26    52.9    +3.45%
  AMAT     ⚪ HOLD         456.49    41.4    -7.53%
  AAPL     ⚪ HOLD         332.27    66.2    +5.24%
  MSFT     ⚪ HOLD         495.63    53.6    +4.86%
  GOOGL    ⚪ HOLD         338.50    47.7    -1.74%
  META     ⚪ HOLD         648.03    72.5    +8.56%
  AMZN     ⚪ HOLD         256.78    48.2    -0.05%
  SOXL     ⚪ HOLD         121.82    51.0    -7.87%
  SOXS     ⚪ HOLD          44.14    42.9   -57.40%
  TQQQ     ⚪ HOLD          70.98    48.9    -0.68%
  SQQQ     ⚪ HOLD          38.87    49.4    -1.68%
  UPRO     ⚪ HOLD         148.02    47.1    +0.15%
  SPXS     ⚪ HOLD          25.05    52.2    -0.86%
  FNGG     ⚪ HOLD         262.19    52.4    +3.52%
  TECL     ⚪ HOLD         206.01    54.6    +3.35%
  TSLL     ⚪ HOLD           9.71    53.8    +0.74%
  NUGT     ⚪ HOLD         182.76    49.4    +7.69%
  SOFI     ⚪ HOLD          17.32    43.0    -2.96%
  CLSK     ⚪ HOLD          13.67    59.9    +6.10%
  MSTR     ⚪ HOLD         130.97    55.9   +11.39%
  COIN     ⚪ HOLD         175.26    50.3    +2.93%
  SPY      ⚪ HOLD         764.29    48.9    +0.43%
  QQQ      ⚪ HOLD         714.88    50.6    +0.33%
  IWM      ⚪ HOLD         288.89    35.2    -2.14%

【逆張り】
  銘柄       シグナル               終値     RSI       乖離率
  --------------------------------------------------
  SOXS     🔴 SELL          44.14    42.9   -57.40%
  NVDA     ⚪ HOLD         218.29    47.8    +0.99%
  AMD      ⚪ HOLD         516.13    61.9    +5.99%
  TSM      ⚪ HOLD         433.24    59.1    +2.91%
  INTC     ⚪ HOLD         102.94    61.4    +5.08%
  AVGO     ⚪ HOLD         361.99    41.7    -4.21%
  QCOM     ⚪ HOLD         181.97    75.9    +7.16%
  MU       ⚪ HOLD         975.26    52.9    +3.45%
  AMAT     ⚪ HOLD         456.49    41.4    -7.53%
  AAPL     ⚪ HOLD         332.27    66.2    +5.24%
  MSFT     ⚪ HOLD         495.63    53.6    +4.86%
  GOOGL    ⚪ HOLD         338.50    47.7    -1.74%
  META     ⚪ HOLD         648.03    72.5    +8.56%
  AMZN     ⚪ HOLD         256.78    48.2    -0.05%
  SOXL     ⚪ HOLD         121.82    51.0    -7.87%
  TQQQ     ⚪ HOLD          70.98    48.9    -0.68%
  SQQQ     ⚪ HOLD          38.87    49.4    -1.68%
  UPRO     ⚪ HOLD         148.02    47.1    +0.15%
  SPXS     ⚪ HOLD          25.05    52.2    -0.86%
  FNGG     ⚪ HOLD         262.19    52.4    +3.52%
  TECL     ⚪ HOLD         206.01    54.6    +3.35%
  TSLL     ⚪ HOLD           9.71    53.8    +0.74%
  NUGT     ⚪ HOLD         182.76    49.4    +7.69%
  SOFI     ⚪ HOLD          17.32    43.0    -2.96%
  CLSK     ⚪ HOLD          13.67    59.9    +6.10%
  MSTR     ⚪ HOLD         130.97    55.9   +11.39%
  COIN     ⚪ HOLD         175.26    50.3    +2.93%
  SPY      ⚪ HOLD         764.29    48.9    +0.43%
  QQQ      ⚪ HOLD         714.88    50.6    +0.33%
  IWM      ⚪ HOLD         288.89    35.2    -2.14%

============================================================
