============================================================
  株式シグナルレポート  2026-09-23
============================================================

【トレンドフォロー】
  銘柄       シグナル               終値     RSI       乖離率
  --------------------------------------------------
  META     🟢 BUY          741.25    82.0   +19.71%
  MSTR     🟢 BUY          168.50    74.1   +35.92%
  COIN     🟢 BUY          201.05    62.5   +15.76%
  SQQQ     🔴 SELL          34.60    29.3   -11.90%
  NVDA     ⚪ HOLD         227.38    61.0    +4.94%
  AMD      ⚪ HOLD         615.52    78.9   +22.81%
  TSM      ⚪ HOLD         445.14    65.6    +5.55%
  INTC     ⚪ HOLD         121.78    76.6   +21.58%
  AVGO     ⚪ HOLD         362.66    52.5    -1.93%
  QCOM     ⚪ HOLD         194.23    68.2   +11.66%
  MU       ⚪ HOLD        1043.96    65.2    +9.82%
  AMAT     ⚪ HOLD         464.24    54.1    -2.83%
  AAPL     ⚪ HOLD         338.98    70.3    +5.69%
  MSFT     ⚪ HOLD         501.61    56.1    +4.69%
  GOOGL    ⚪ HOLD         354.97    63.5    +2.74%
  AMZN     ⚪ HOLD         258.45    54.8    +1.09%
  SOXL     ⚪ HOLD         141.93    65.4   +10.91%
  SOXS     ⚪ HOLD          35.33    31.6   -60.08%
  TQQQ     ⚪ HOLD          78.91    70.5   +10.35%
  UPRO     ⚪ HOLD         154.07    61.5    +4.40%
  SPXS     ⚪ HOLD          24.01    38.2    -4.94%
  FNGG     ⚪ HOLD         283.10    70.3   +10.23%
  TECL     ⚪ HOLD         229.83    69.7   +14.32%
  TSLL     ⚪ HOLD          10.19    60.3    +5.83%
  NUGT     ⚪ HOLD         172.71    45.3    +1.25%
  SOFI     ⚪ HOLD          16.97    41.8    -3.77%
  CLSK     ⚪ HOLD          14.76    66.2   +12.93%
  SPY      ⚪ HOLD         773.50    62.8    +1.84%
  QQQ      ⚪ HOLD         741.47    71.4    +3.98%
  IWM      ⚪ HOLD         285.58    37.1    -2.21%

【逆張り】
  銘柄       シグナル               終値     RSI       乖離率
  --------------------------------------------------
  SPXS     🔴 SELL          24.01    38.2    -4.94%
  NVDA     ⚪ HOLD         227.38    61.0    +4.94%
  AMD      ⚪ HOLD         615.52    78.9   +22.81%
  TSM      ⚪ HOLD         445.14    65.6    +5.55%
  INTC     ⚪ HOLD         121.78    76.6   +21.58%
  AVGO     ⚪ HOLD         362.66    52.5    -1.93%
  QCOM     ⚪ HOLD         194.23    68.2   +11.66%
  MU       ⚪ HOLD        1043.96    65.2    +9.82%
  AMAT     ⚪ HOLD         464.24    54.1    -2.83%
  AAPL     ⚪ HOLD         338.98    70.3    +5.69%
  MSFT     ⚪ HOLD         501.61    56.1    +4.69%
  GOOGL    ⚪ HOLD         354.97    63.5    +2.74%
  META     ⚪ HOLD         741.25    82.0   +19.71%
  AMZN     ⚪ HOLD         258.45    54.8    +1.09%
  SOXL     ⚪ HOLD         141.93    65.4   +10.91%
  SOXS     ⚪ HOLD          35.33    31.6   -60.08%
  TQQQ     ⚪ HOLD          78.91    70.5   +10.35%
  SQQQ     ⚪ HOLD          34.60    29.3   -11.90%
  UPRO     ⚪ HOLD         154.07    61.5    +4.40%
  FNGG     ⚪ HOLD         283.10    70.3   +10.23%
  TECL     ⚪ HOLD         229.83    69.7   +14.32%
  TSLL     ⚪ HOLD          10.19    60.3    +5.83%
  NUGT     ⚪ HOLD         172.71    45.3    +1.25%
  SOFI     ⚪ HOLD          16.97    41.8    -3.77%
  CLSK     ⚪ HOLD          14.76    66.2   +12.93%
  MSTR     ⚪ HOLD         168.50    74.1   +35.92%
  COIN     ⚪ HOLD         201.05    62.5   +15.76%
  SPY      ⚪ HOLD         773.50    62.8    +1.84%
  QQQ      ⚪ HOLD         741.47    71.4    +3.98%
  IWM      ⚪ HOLD         285.58    37.1    -2.21%

============================================================
