============================================================
  株式シグナルレポート  2026-08-18
============================================================

【トレンドフォロー】
  銘柄       シグナル               終値     RSI       乖離率
  --------------------------------------------------
  AAPL     🔴 SELL         305.59    40.5    -1.65%
  SOXS     🔴 SELL          38.36    34.7   -79.34%
  SPXS     🔴 SELL          24.06    37.9    -7.15%
  NVDA     ⚪ HOLD         225.01    66.2    +6.87%
  AMD      ⚪ HOLD         506.00    53.7    +2.38%
  TSM      ⚪ HOLD         430.97    60.5    +2.95%
  INTC     ⚪ HOLD         103.49    55.7    +0.74%
  AVGO     ⚪ HOLD         392.43    42.5    -1.33%
  QCOM     ⚪ HOLD         162.18    45.6    -6.25%
  MU       ⚪ HOLD        1011.75    65.2   +11.08%
  AMAT     ⚪ HOLD         535.31    50.9    +0.26%
  MSFT     ⚪ HOLD         480.35    59.3    +9.33%
  GOOGL    ⚪ HOLD         344.00    44.8    -2.25%
  META     ⚪ HOLD         568.97    39.4    -4.90%
  AMZN     ⚪ HOLD         261.31    50.2    +2.34%
  SOXL     ⚪ HOLD         151.53    56.0    -2.05%
  TQQQ     ⚪ HOLD          76.40    61.1    +6.09%
  SQQQ     ⚪ HOLD          36.42    37.4    -9.87%
  UPRO     ⚪ HOLD         154.40    61.1    +6.29%
  FNGG     ⚪ HOLD         260.34    58.5    +7.96%
  TECL     ⚪ HOLD         218.90    63.2   +10.21%
  TSLL     ⚪ HOLD           8.61    48.6   -13.10%
  NUGT     ⚪ HOLD         167.80    72.3   +22.53%
  SOFI     ⚪ HOLD          18.31    57.0    +3.91%
  CLSK     ⚪ HOLD          12.40    45.7    -8.40%
  MSTR     ⚪ HOLD          97.68    51.6    -4.65%
  COIN     ⚪ HOLD         150.55    46.4    -4.85%
  SPY      ⚪ HOLD         772.67    62.7    +2.48%
  QQQ      ⚪ HOLD         729.87    62.5    +2.76%
  IWM      ⚪ HOLD         304.06    63.5    +2.79%

【逆張り】
  銘柄       シグナル               終値     RSI       乖離率
  --------------------------------------------------
  NVDA     ⚪ HOLD         225.01    66.2    +6.87%
  AMD      ⚪ HOLD         506.00    53.7    +2.38%
  TSM      ⚪ HOLD         430.97    60.5    +2.95%
  INTC     ⚪ HOLD         103.49    55.7    +0.74%
  AVGO     ⚪ HOLD         392.43    42.5    -1.33%
  QCOM     ⚪ HOLD         162.18    45.6    -6.25%
  MU       ⚪ HOLD        1011.75    65.2   +11.08%
  AMAT     ⚪ HOLD         535.31    50.9    +0.26%
  AAPL     ⚪ HOLD         305.59    40.5    -1.65%
  MSFT     ⚪ HOLD         480.35    59.3    +9.33%
  GOOGL    ⚪ HOLD         344.00    44.8    -2.25%
  META     ⚪ HOLD         568.97    39.4    -4.90%
  AMZN     ⚪ HOLD         261.31    50.2    +2.34%
  SOXL     ⚪ HOLD         151.53    56.0    -2.05%
  SOXS     ⚪ HOLD          38.36    34.7   -79.34%
  TQQQ     ⚪ HOLD          76.40    61.1    +6.09%
  SQQQ     ⚪ HOLD          36.42    37.4    -9.87%
  UPRO     ⚪ HOLD         154.40    61.1    +6.29%
  SPXS     ⚪ HOLD          24.06    37.9    -7.15%
  FNGG     ⚪ HOLD         260.34    58.5    +7.96%
  TECL     ⚪ HOLD         218.90    63.2   +10.21%
  TSLL     ⚪ HOLD           8.61    48.6   -13.10%
  NUGT     ⚪ HOLD         167.80    72.3   +22.53%
  SOFI     ⚪ HOLD          18.31    57.0    +3.91%
  CLSK     ⚪ HOLD          12.40    45.7    -8.40%
  MSTR     ⚪ HOLD          97.68    51.6    -4.65%
  COIN     ⚪ HOLD         150.55    46.4    -4.85%
  SPY      ⚪ HOLD         772.67    62.7    +2.48%
  QQQ      ⚪ HOLD         729.87    62.5    +2.76%
  IWM      ⚪ HOLD         304.06    63.5    +2.79%

============================================================
