============================================================
  株式シグナルレポート  2026-08-12
============================================================

【トレンドフォロー】
  銘柄       シグナル               終値     RSI       乖離率
  --------------------------------------------------
  AAPL     🔴 SELL         304.91    37.6    -2.27%
  SPXS     🔴 SELL          24.22    34.7    -8.15%
  NVDA     ⚪ HOLD         217.50    59.9    +4.88%
  AMD      ⚪ HOLD         474.32    44.5    -3.90%
  TSM      ⚪ HOLD         422.06    56.1    +1.39%
  INTC     ⚪ HOLD          97.71    48.0    -4.85%
  AVGO     ⚪ HOLD         416.08    60.5    +4.99%
  QCOM     ⚪ HOLD         162.68    46.4    -7.04%
  MU       ⚪ HOLD         868.52    47.0    -3.42%
  AMAT     ⚪ HOLD         525.61    48.0    -1.67%
  MSFT     ⚪ HOLD         503.81    81.6   +17.74%
  GOOGL    ⚪ HOLD         343.80    44.6    -2.73%
  META     ⚪ HOLD         599.12    51.2    -0.42%
  AMZN     ⚪ HOLD         272.27    61.9    +7.44%
  SOXL     ⚪ HOLD         133.00    46.6   -15.06%
  SOXS     ⚪ HOLD          44.03    39.5   -79.80%
  TQQQ     ⚪ HOLD          73.06    56.0    +2.80%
  SQQQ     ⚪ HOLD          38.14    41.3    -7.60%
  UPRO     ⚪ HOLD         153.36    64.7    +7.30%
  FNGG     ⚪ HOLD         268.23    73.0   +14.13%
  TECL     ⚪ HOLD         204.95    57.3    +5.45%
  TSLL     ⚪ HOLD           8.31    43.3   -18.64%
  NUGT     ⚪ HOLD         161.83    76.3   +23.20%
  SOFI     ⚪ HOLD          17.98    54.1    +2.85%
  CLSK     ⚪ HOLD          11.52    35.7   -16.92%
  MSTR     ⚪ HOLD          96.09    47.5    -7.55%
  COIN     ⚪ HOLD         148.58    42.9    -7.10%
  SPY      ⚪ HOLD         770.56    66.0    +2.83%
  QQQ      ⚪ HOLD         718.45    57.5    +1.76%
  IWM      ⚪ HOLD         300.99    59.9    +2.36%

【逆張り】
  銘柄       シグナル               終値     RSI       乖離率
  --------------------------------------------------
  NVDA     ⚪ HOLD         217.50    59.9    +4.88%
  AMD      ⚪ HOLD         474.32    44.5    -3.90%
  TSM      ⚪ HOLD         422.06    56.1    +1.39%
  INTC     ⚪ HOLD          97.71    48.0    -4.85%
  AVGO     ⚪ HOLD         416.08    60.5    +4.99%
  QCOM     ⚪ HOLD         162.68    46.4    -7.04%
  MU       ⚪ HOLD         868.52    47.0    -3.42%
  AMAT     ⚪ HOLD         525.61    48.0    -1.67%
  AAPL     ⚪ HOLD         304.91    37.6    -2.27%
  MSFT     ⚪ HOLD         503.81    81.6   +17.74%
  GOOGL    ⚪ HOLD         343.80    44.6    -2.73%
  META     ⚪ HOLD         599.12    51.2    -0.42%
  AMZN     ⚪ HOLD         272.27    61.9    +7.44%
  SOXL     ⚪ HOLD         133.00    46.6   -15.06%
  SOXS     ⚪ HOLD          44.03    39.5   -79.80%
  TQQQ     ⚪ HOLD          73.06    56.0    +2.80%
  SQQQ     ⚪ HOLD          38.14    41.3    -7.60%
  UPRO     ⚪ HOLD         153.36    64.7    +7.30%
  SPXS     ⚪ HOLD          24.22    34.7    -8.15%
  FNGG     ⚪ HOLD         268.23    73.0   +14.13%
  TECL     ⚪ HOLD         204.95    57.3    +5.45%
  TSLL     ⚪ HOLD           8.31    43.3   -18.64%
  NUGT     ⚪ HOLD         161.83    76.3   +23.20%
  SOFI     ⚪ HOLD          17.98    54.1    +2.85%
  CLSK     ⚪ HOLD          11.52    35.7   -16.92%
  MSTR     ⚪ HOLD          96.09    47.5    -7.55%
  COIN     ⚪ HOLD         148.58    42.9    -7.10%
  SPY      ⚪ HOLD         770.56    66.0    +2.83%
  QQQ      ⚪ HOLD         718.45    57.5    +1.76%
  IWM      ⚪ HOLD         300.99    59.9    +2.36%

============================================================
