============================================================
  株式シグナルレポート  2026-08-29
============================================================

【トレンドフォロー】
  銘柄       シグナル               終値     RSI       乖離率
  --------------------------------------------------
  MSTR     🟢 BUY          137.40    78.0   +27.45%
  AVGO     🔴 SELL         371.54    43.5    -3.93%
  NVDA     ⚪ HOLD         227.98    63.7    +7.36%
  AMD      ⚪ HOLD         476.67    47.4    -2.20%
  TSM      ⚪ HOLD         427.30    58.1    +2.20%
  INTC     ⚪ HOLD          92.09    44.7    -6.74%
  QCOM     ⚪ HOLD         164.78    53.4    -2.62%
  MU       ⚪ HOLD         935.39    51.2    +1.57%
  AMAT     ⚪ HOLD         482.36    39.1    -7.03%
  AAPL     ⚪ HOLD         314.58    54.6    +1.11%
  MSFT     ⚪ HOLD         505.06    73.1   +10.92%
  GOOGL    ⚪ HOLD         340.65    42.2    -2.47%
  META     ⚪ HOLD         571.10    48.3    -2.43%
  AMZN     ⚪ HOLD         256.26    43.5    -0.28%
  SOXL     ⚪ HOLD         123.05    45.4   -14.03%
  SOXS     ⚪ HOLD          45.35    45.0   -67.61%
  TQQQ     ⚪ HOLD          73.30    55.0    +2.19%
  SQQQ     ⚪ HOLD          37.78    43.0    -5.42%
  UPRO     ⚪ HOLD         152.91    57.6    +4.05%
  SPXS     ⚪ HOLD          24.28    41.6    -4.82%
  FNGG     ⚪ HOLD         265.25    62.7    +7.62%
  TECL     ⚪ HOLD         210.66    58.9    +6.61%
  TSLL     ⚪ HOLD           9.31    55.4    -3.41%
  NUGT     ⚪ HOLD         210.79    72.0   +33.41%
  SOFI     ⚪ HOLD          19.18    60.2    +6.95%
  CLSK     ⚪ HOLD          12.95    53.6    -1.27%
  COIN     ⚪ HOLD         190.72    68.4   +16.01%
  SPY      ⚪ HOLD         771.10    59.3    +1.72%
  QQQ      ⚪ HOLD         721.11    56.6    +1.38%
  IWM      ⚪ HOLD         299.81    51.5    +0.95%

【逆張り】
  銘柄       シグナル               終値     RSI       乖離率
  --------------------------------------------------
  MU       🔴 SELL         935.39    51.2    +1.57%
  NVDA     ⚪ HOLD         227.98    63.7    +7.36%
  AMD      ⚪ HOLD         476.67    47.4    -2.20%
  TSM      ⚪ HOLD         427.30    58.1    +2.20%
  INTC     ⚪ HOLD          92.09    44.7    -6.74%
  AVGO     ⚪ HOLD         371.54    43.5    -3.93%
  QCOM     ⚪ HOLD         164.78    53.4    -2.62%
  AMAT     ⚪ HOLD         482.36    39.1    -7.03%
  AAPL     ⚪ HOLD         314.58    54.6    +1.11%
  MSFT     ⚪ HOLD         505.06    73.1   +10.92%
  GOOGL    ⚪ HOLD         340.65    42.2    -2.47%
  META     ⚪ HOLD         571.10    48.3    -2.43%
  AMZN     ⚪ HOLD         256.26    43.5    -0.28%
  SOXL     ⚪ HOLD         123.05    45.4   -14.03%
  SOXS     ⚪ HOLD          45.35    45.0   -67.61%
  TQQQ     ⚪ HOLD          73.30    55.0    +2.19%
  SQQQ     ⚪ HOLD          37.78    43.0    -5.42%
  UPRO     ⚪ HOLD         152.91    57.6    +4.05%
  SPXS     ⚪ HOLD          24.28    41.6    -4.82%
  FNGG     ⚪ HOLD         265.25    62.7    +7.62%
  TECL     ⚪ HOLD         210.66    58.9    +6.61%
  TSLL     ⚪ HOLD           9.31    55.4    -3.41%
  NUGT     ⚪ HOLD         210.79    72.0   +33.41%
  SOFI     ⚪ HOLD          19.18    60.2    +6.95%
  CLSK     ⚪ HOLD          12.95    53.6    -1.27%
  MSTR     ⚪ HOLD         137.40    78.0   +27.45%
  COIN     ⚪ HOLD         190.72    68.4   +16.01%
  SPY      ⚪ HOLD         771.10    59.3    +1.72%
  QQQ      ⚪ HOLD         721.11    56.6    +1.38%
  IWM      ⚪ HOLD         299.81    51.5    +0.95%

============================================================
