============================================================
  株式シグナルレポート  2026-08-25
============================================================

【トレンドフォロー】
  銘柄       シグナル               終値     RSI       乖離率
  --------------------------------------------------
  NUGT     🟢 BUY          210.50    80.1   +40.97%
  TSM      🔴 SELL         410.12    43.7    -1.80%
  AVGO     🔴 SELL         358.76    29.9    -8.20%
  NVDA     ⚪ HOLD         208.48    39.3    -1.47%
  AMD      ⚪ HOLD         456.75    39.7    -6.55%
  INTC     ⚪ HOLD          87.26    33.1   -12.97%
  QCOM     ⚪ HOLD         158.53    40.8    -6.86%
  MU       ⚪ HOLD         910.43    47.4    -0.88%
  AMAT     ⚪ HOLD         484.19    39.0    -7.78%
  AAPL     ⚪ HOLD         310.34    48.0    -0.17%
  MSFT     ⚪ HOLD         487.31    63.3    +8.67%
  GOOGL    ⚪ HOLD         348.06    50.6    -0.63%
  META     ⚪ HOLD         559.02    41.5    -4.83%
  AMZN     ⚪ HOLD         262.07    51.2    +2.12%
  SOXL     ⚪ HOLD         111.16    35.8   -24.44%
  SOXS     ⚪ HOLD          50.75    54.1   -67.27%
  TQQQ     ⚪ HOLD          69.01    41.6    -3.86%
  SQQQ     ⚪ HOLD          40.19    55.6    +0.16%
  UPRO     ⚪ HOLD         148.58    47.3    +1.56%
  SPXS     ⚪ HOLD          24.99    51.3    -2.60%
  FNGG     ⚪ HOLD         253.14    50.8    +3.60%
  TECL     ⚪ HOLD         184.21    38.4    -6.75%
  TSLL     ⚪ HOLD           9.04    52.2    -7.06%
  SOFI     ⚪ HOLD          18.24    52.5    +2.71%
  CLSK     ⚪ HOLD          11.93    44.1    -9.58%
  MSTR     ⚪ HOLD         122.63    74.0   +17.54%
  COIN     ⚪ HOLD         179.48    65.4   +11.61%
  SPY      ⚪ HOLD         763.47    49.2    +0.92%
  QQQ      ⚪ HOLD         706.32    43.3    -0.62%
  IWM      ⚪ HOLD         297.97    46.9    +0.45%

【逆張り】
  銘柄       シグナル               終値     RSI       乖離率
  --------------------------------------------------
  NVDA     ⚪ HOLD         208.48    39.3    -1.47%
  AMD      ⚪ HOLD         456.75    39.7    -6.55%
  TSM      ⚪ HOLD         410.12    43.7    -1.80%
  INTC     ⚪ HOLD          87.26    33.1   -12.97%
  AVGO     ⚪ HOLD         358.76    29.9    -8.20%
  QCOM     ⚪ HOLD         158.53    40.8    -6.86%
  MU       ⚪ HOLD         910.43    47.4    -0.88%
  AMAT     ⚪ HOLD         484.19    39.0    -7.78%
  AAPL     ⚪ HOLD         310.34    48.0    -0.17%
  MSFT     ⚪ HOLD         487.31    63.3    +8.67%
  GOOGL    ⚪ HOLD         348.06    50.6    -0.63%
  META     ⚪ HOLD         559.02    41.5    -4.83%
  AMZN     ⚪ HOLD         262.07    51.2    +2.12%
  SOXL     ⚪ HOLD         111.16    35.8   -24.44%
  SOXS     ⚪ HOLD          50.75    54.1   -67.27%
  TQQQ     ⚪ HOLD          69.01    41.6    -3.86%
  SQQQ     ⚪ HOLD          40.19    55.6    +0.16%
  UPRO     ⚪ HOLD         148.58    47.3    +1.56%
  SPXS     ⚪ HOLD          24.99    51.3    -2.60%
  FNGG     ⚪ HOLD         253.14    50.8    +3.60%
  TECL     ⚪ HOLD         184.21    38.4    -6.75%
  TSLL     ⚪ HOLD           9.04    52.2    -7.06%
  NUGT     ⚪ HOLD         210.50    80.1   +40.97%
  SOFI     ⚪ HOLD          18.24    52.5    +2.71%
  CLSK     ⚪ HOLD          11.93    44.1    -9.58%
  MSTR     ⚪ HOLD         122.63    74.0   +17.54%
  COIN     ⚪ HOLD         179.48    65.4   +11.61%
  SPY      ⚪ HOLD         763.47    49.2    +0.92%
  QQQ      ⚪ HOLD         706.32    43.3    -0.62%
  IWM      ⚪ HOLD         297.97    46.9    +0.45%

============================================================
