============================================================
  株式シグナルレポート  2026-09-05
============================================================

【トレンドフォロー】
  銘柄       シグナル               終値     RSI       乖離率
  --------------------------------------------------
  MSTR     🟢 BUY          144.82    70.0   +28.26%
  NVDA     ⚪ HOLD         228.45    60.9    +6.51%
  AMD      ⚪ HOLD         456.16    40.3    -5.30%
  TSM      ⚪ HOLD         417.01    49.6    -0.14%
  INTC     ⚪ HOLD          91.67    47.0    -5.30%
  AVGO     ⚪ HOLD         357.16    34.1    -6.56%
  QCOM     ⚪ HOLD         168.57    58.6    +0.29%
  MU       ⚪ HOLD         958.16    55.0    +3.37%
  AMAT     ⚪ HOLD         435.91    26.5   -13.31%
  AAPL     ⚪ HOLD         328.21    68.8    +4.59%
  MSFT     ⚪ HOLD         510.12    66.2    +9.36%
  GOOGL    ⚪ HOLD         342.48    48.4    -1.37%
  META     ⚪ HOLD         610.68    67.1    +4.25%
  AMZN     ⚪ HOLD         258.90    48.8    +0.59%
  SOXL     ⚪ HOLD         106.74    36.8   -21.20%
  SOXS     ⚪ HOLD          51.60    55.5   -57.11%
  TQQQ     ⚪ HOLD          72.03    52.2    +0.68%
  SQQQ     ⚪ HOLD          38.34    45.8    -3.53%
  UPRO     ⚪ HOLD         153.73    58.4    +4.06%
  SPXS     ⚪ HOLD          24.13    41.0    -4.72%
  FNGG     ⚪ HOLD         272.00    64.8    +8.43%
  TECL     ⚪ HOLD         201.29    52.2    +1.75%
  TSLL     ⚪ HOLD          10.38    63.3    +7.72%
  NUGT     ⚪ HOLD         200.56    60.3   +21.62%
  SOFI     ⚪ HOLD          18.51    53.7    +3.29%
  CLSK     ⚪ HOLD          12.58    53.3    -1.68%
  COIN     ⚪ HOLD         192.70    62.4   +14.44%
  SPY      ⚪ HOLD         773.17    60.0    +1.71%
  QQQ      ⚪ HOLD         717.67    53.8    +0.83%
  IWM      ⚪ HOLD         295.19    45.3    -0.38%

【逆張り】
  銘柄       シグナル               終値     RSI       乖離率
  --------------------------------------------------
  NVDA     ⚪ HOLD         228.45    60.9    +6.51%
  AMD      ⚪ HOLD         456.16    40.3    -5.30%
  TSM      ⚪ HOLD         417.01    49.6    -0.14%
  INTC     ⚪ HOLD          91.67    47.0    -5.30%
  AVGO     ⚪ HOLD         357.16    34.1    -6.56%
  QCOM     ⚪ HOLD         168.57    58.6    +0.29%
  MU       ⚪ HOLD         958.16    55.0    +3.37%
  AMAT     ⚪ HOLD         435.91    26.5   -13.31%
  AAPL     ⚪ HOLD         328.21    68.8    +4.59%
  MSFT     ⚪ HOLD         510.12    66.2    +9.36%
  GOOGL    ⚪ HOLD         342.48    48.4    -1.37%
  META     ⚪ HOLD         610.68    67.1    +4.25%
  AMZN     ⚪ HOLD         258.90    48.8    +0.59%
  SOXL     ⚪ HOLD         106.74    36.8   -21.20%
  SOXS     ⚪ HOLD          51.60    55.5   -57.11%
  TQQQ     ⚪ HOLD          72.03    52.2    +0.68%
  SQQQ     ⚪ HOLD          38.34    45.8    -3.53%
  UPRO     ⚪ HOLD         153.73    58.4    +4.06%
  SPXS     ⚪ HOLD          24.13    41.0    -4.72%
  FNGG     ⚪ HOLD         272.00    64.8    +8.43%
  TECL     ⚪ HOLD         201.29    52.2    +1.75%
  TSLL     ⚪ HOLD          10.38    63.3    +7.72%
  NUGT     ⚪ HOLD         200.56    60.3   +21.62%
  SOFI     ⚪ HOLD          18.51    53.7    +3.29%
  CLSK     ⚪ HOLD          12.58    53.3    -1.68%
  MSTR     ⚪ HOLD         144.82    70.0   +28.26%
  COIN     ⚪ HOLD         192.70    62.4   +14.44%
  SPY      ⚪ HOLD         773.17    60.0    +1.71%
  QQQ      ⚪ HOLD         717.67    53.8    +0.83%
  IWM      ⚪ HOLD         295.19    45.3    -0.38%

============================================================
