signal_date,ticker,strategy,signal,close,rsi,deviation,score,adx,ret_5d,ticker_class,raw_signal
2022-08-23,AAPL,トレンドフォロー,HOLD,164.0253,52.68,4.4525,-1.277,36.41,-0.0335,plain,HOLD
2022-08-23,AMAT,トレンドフォロー,HOLD,98.3742,44.19,-1.4873,-2.406,15.66,-0.0605,plain,HOLD
2022-08-23,AMD,トレンドフォロー,HOLD,92.49,41.89,-1.016,-1.518,19.73,-0.0769,plain,HOLD
2022-08-23,AMZN,トレンドフォロー,HOLD,133.62,45.06,2.5986,-2.05,33.04,-0.0771,plain,HOLD
2022-08-23,AVGO,トレンドフォロー,HOLD,49.6332,44.61,-0.5546,-6.326,20.24,-0.0396,plain,SELL
2022-08-23,CLSK,トレンドフォロー,HOLD,4.35,40.16,-11.2925,-7.219,20.83,-0.2204,plain,SELL
2022-08-23,COIN,トレンドフォロー,HOLD,71.18,41.05,-5.7473,-2.294,23.91,-0.2125,plain,HOLD
2022-08-23,GOOGL,トレンドフォロー,HOLD,112.8593,39.51,-1.7985,-2.258,14.19,-0.0644,plain,HOLD
2022-08-23,INTC,トレンドフォロー,HOLD,32.301,32.3,-8.225,-2.337,17.95,-0.0619,plain,HOLD
2022-08-23,IWM,トレンドフォロー,HOLD,181.3498,47.26,1.8774,-2.776,27.01,-0.05,plain,HOLD
2022-08-23,META,トレンドフォロー,HOLD,159.7075,35.91,-6.1116,-3.909,16.83,-0.1023,plain,HOLD
2022-08-23,MSFT,トレンドフォロー,HOLD,267.529,42.31,0.4027,-2.234,19.03,-0.0536,plain,HOLD
2022-08-23,MSTR,トレンドフォロー,HOLD,26.58,35.63,-5.29,-4.789,31.35,-0.2243,plain,SELL
2022-08-23,MU,トレンドフォロー,HOLD,56.7487,36.4,-6.4452,-4.793,13.18,-0.094,plain,HOLD
2022-08-23,NUGT,トレンドフォロー,HOLD,28.1389,42.33,-11.2954,-5.881,20.62,-0.078,long_lev,SELL
2022-08-23,NVDA,トレンドフォロー,HOLD,17.1334,42.03,-2.9189,-1.14,14.66,-0.0899,plain,HOLD
2022-08-23,QCOM,トレンドフォロー,HOLD,128.5942,38.09,-2.4873,-4.484,15.1,-0.0621,plain,HOLD
2022-08-23,QQQ,トレンドフォロー,HOLD,306.5243,42.8,0.5842,-3.114,27.63,-0.0547,plain,HOLD
2022-08-23,SOFI,トレンドフォロー,HOLD,6.17,35.19,-9.3212,-6.373,21.08,-0.186,plain,SELL
2022-08-23,SOXL,トレンドフォロー,HOLD,16.8423,40.93,-8.2978,-2.3,16.16,-0.1802,long_lev,HOLD
2022-08-23,SOXS,トレンドフォロー,HOLD,1051343.25,53.01,-6.674,1.845,17.04,0.1794,inverse_lev,HOLD
2022-08-23,SPXS,トレンドフォロー,HOLD,173.0266,52.48,-5.5082,1.207,27.42,0.1305,inverse_lev,HOLD
2022-08-23,SPY,トレンドフォロー,HOLD,390.8745,45.28,1.0442,-2.4,28.4,-0.0404,plain,HOLD
2022-08-23,SQQQ,トレンドフォロー,HOLD,787.3866,53.95,-6.7602,2.587,27.17,0.1778,inverse_lev,HOLD
2022-08-23,TECL,トレンドフォロー,HOLD,36.1631,41.97,0.2502,-6.921,27.96,-0.1471,long_lev,HOLD
2022-08-23,TQQQ,トレンドフォロー,HOLD,15.4661,40.98,-1.2688,-6.251,26.81,-0.1599,long_lev,SELL
2022-08-23,TSM,トレンドフォロー,HOLD,80.7663,43.63,-1.484,-2.137,11.51,-0.0436,plain,HOLD
2022-08-23,UPRO,トレンドフォロー,HOLD,42.8682,43.53,1.1893,-2.644,27.72,-0.1195,long_lev,HOLD
2022-08-23,AAPL,逆張り,HOLD,164.0253,52.68,4.4525,0.0,36.41,-0.0335,plain,HOLD
2022-08-23,AMAT,逆張り,HOLD,98.3742,44.19,-1.4873,0.0,15.66,-0.0605,plain,HOLD
2022-08-23,AMD,逆張り,HOLD,92.49,41.89,-1.016,1.0,19.73,-0.0769,plain,HOLD
2022-08-23,AMZN,逆張り,HOLD,133.62,45.06,2.5986,1.0,33.04,-0.0771,plain,HOLD
2022-08-23,AVGO,逆張り,HOLD,49.6332,44.61,-0.5546,1.0,20.24,-0.0396,plain,HOLD
2022-08-23,CLSK,逆張り,HOLD,4.35,40.16,-11.2925,2.5,20.83,-0.2204,plain,HOLD
2022-08-23,COIN,逆張り,HOLD,71.18,41.05,-5.7473,1.0,23.91,-0.2125,plain,HOLD
2022-08-23,GOOGL,逆張り,HOLD,112.8593,39.51,-1.7985,1.0,14.19,-0.0644,plain,HOLD
2022-08-23,INTC,逆張り,HOLD,32.301,32.3,-8.225,1.0,17.95,-0.0619,plain,HOLD
2022-08-23,IWM,逆張り,HOLD,181.3498,47.26,1.8774,0.0,27.01,-0.05,plain,HOLD
2022-08-23,META,逆張り,HOLD,159.7075,35.91,-6.1116,1.0,16.83,-0.1023,plain,HOLD
2022-08-23,MSFT,逆張り,HOLD,267.529,42.31,0.4027,1.0,19.03,-0.0536,plain,HOLD
2022-08-23,MSTR,逆張り,HOLD,26.58,35.63,-5.29,3.0,31.35,-0.2243,plain,HOLD
2022-08-23,MU,逆張り,HOLD,56.7487,36.4,-6.4452,2.5,13.18,-0.094,plain,HOLD
2022-08-23,NUGT,逆張り,HOLD,28.1389,42.33,-11.2954,1.5,20.62,-0.078,long_lev,HOLD
2022-08-23,NVDA,逆張り,HOLD,17.1334,42.03,-2.9189,1.0,14.66,-0.0899,plain,HOLD
2022-08-23,QCOM,逆張り,HOLD,128.5942,38.09,-2.4873,2.5,15.1,-0.0621,plain,HOLD
2022-08-23,QQQ,逆張り,HOLD,306.5243,42.8,0.5842,1.0,27.63,-0.0547,plain,HOLD
2022-08-23,SOFI,逆張り,HOLD,6.17,35.19,-9.3212,3.0,21.08,-0.186,plain,HOLD
2022-08-23,SOXL,逆張り,HOLD,16.8423,40.93,-8.2978,1.0,16.16,-0.1802,long_lev,HOLD
2022-08-23,SOXS,逆張り,HOLD,1051343.25,53.01,-6.674,0.0,17.04,0.1794,inverse_lev,HOLD
2022-08-23,SPXS,逆張り,HOLD,173.0266,52.48,-5.5082,0.0,27.42,0.1305,inverse_lev,HOLD
2022-08-23,SPY,逆張り,HOLD,390.8745,45.28,1.0442,1.0,28.4,-0.0404,plain,HOLD
2022-08-23,SQQQ,逆張り,HOLD,787.3866,53.95,-6.7602,0.0,27.17,0.1778,inverse_lev,HOLD
2022-08-23,TECL,逆張り,HOLD,36.1631,41.97,0.2502,1.0,27.96,-0.1471,long_lev,HOLD
2022-08-23,TQQQ,逆張り,HOLD,15.4661,40.98,-1.2688,1.0,26.81,-0.1599,long_lev,HOLD
2022-08-23,TSM,逆張り,HOLD,80.7663,43.63,-1.484,0.0,11.51,-0.0436,plain,HOLD
2022-08-23,UPRO,逆張り,HOLD,42.8682,43.53,1.1893,1.0,27.72,-0.1195,long_lev,HOLD
2022-08-24,AAPL,トレンドフォロー,HOLD,164.3196,53.54,4.4036,-0.638,35.13,-0.0402,plain,HOLD
2022-08-24,AMAT,トレンドフォロー,HOLD,98.1903,43.83,-1.5912,-1.953,15.43,-0.0402,plain,HOLD
2022-08-24,AMD,トレンドフォロー,HOLD,92.73,42.56,-0.7224,-1.509,18.68,-0.0564,plain,HOLD
2022-08-24,AMZN,トレンドフォロー,HOLD,133.8,45.48,2.5999,-1.775,31.36,-0.0584,plain,HOLD
2022-08-24,AVGO,トレンドフォロー,HOLD,49.7325,45.3,-0.3383,-2.082,19.57,-0.0144,plain,HOLD
2022-08-24,CLSK,トレンドフォロー,HOLD,4.56,44.46,-6.691,-3.33,19.36,-0.1041,plain,HOLD
2022-08-24,COIN,トレンドフォロー,HOLD,71.48,41.47,-5.1024,-1.897,22.44,-0.1634,plain,HOLD
2022-08-24,GOOGL,トレンドフォロー,HOLD,112.6908,39.07,-1.8519,-1.879,14.16,-0.049,plain,HOLD
2022-08-24,INTC,トレンドフォロー,HOLD,32.2153,31.77,-8.0886,-2.168,19.0,-0.0537,plain,HOLD
2022-08-24,IWM,トレンドフォロー,HOLD,182.7364,50.92,2.5235,-0.888,25.43,-0.0263,plain,HOLD
2022-08-24,META,トレンドフォロー,HOLD,161.8388,39.88,-4.6326,-2.954,16.44,-0.0663,plain,HOLD
2022-08-24,MSFT,トレンドフォロー,HOLD,266.8999,41.44,0.1585,-1.992,18.37,-0.0533,plain,HOLD
2022-08-24,MSTR,トレンドフォロー,HOLD,27.441,40.1,-2.116,-4.645,29.72,-0.1562,plain,SELL
2022-08-24,MU,トレンドフォロー,HOLD,57.1901,38.52,-5.4539,-3.272,13.97,-0.0537,plain,HOLD
2022-08-24,NUGT,トレンドフォロー,HOLD,28.691,46.08,-9.1314,-2.095,19.86,0.0107,long_lev,HOLD
2022-08-24,NVDA,トレンドフォロー,HOLD,17.1743,42.54,-2.5595,-4.045,14.44,-0.0607,plain,HOLD
2022-08-24,QCOM,トレンドフォロー,HOLD,129.1334,39.52,-1.9791,-2.867,15.11,-0.0486,plain,HOLD
2022-08-24,QQQ,トレンドフォロー,HOLD,307.4123,44.26,0.8326,-2.557,25.75,-0.041,plain,HOLD
2022-08-24,SOFI,トレンドフォロー,HOLD,6.45,41.88,-4.9648,-2.937,20.07,-0.0625,plain,HOLD
2022-08-24,SOXL,トレンドフォロー,HOLD,16.92,41.38,-7.5193,-2.8,16.2,-0.1095,long_lev,HOLD
2022-08-24,SOXS,トレンドフォロー,HOLD,1049283.375,52.81,-6.5442,1.673,16.0,0.094,inverse_lev,HOLD
2022-08-24,SPXS,トレンドフォロー,HOLD,171.4702,50.55,-6.0669,1.854,25.99,0.0956,inverse_lev,HOLD
2022-08-24,SPY,トレンドフォロー,HOLD,392.1258,47.44,1.3001,-1.95,26.65,-0.0304,plain,HOLD
2022-08-24,SQQQ,トレンドフォロー,HOLD,780.6399,52.55,-7.217,2.044,25.69,0.1279,inverse_lev,HOLD
2022-08-24,TECL,トレンドフォロー,HOLD,36.2371,42.32,0.4332,-5.711,26.2,-0.1273,long_lev,HOLD
2022-08-24,TQQQ,トレンドフォロー,HOLD,15.5852,42.29,-0.4837,-5.375,25.02,-0.1231,long_lev,SELL
2022-08-24,TSM,トレンドフォロー,HOLD,80.3251,42.05,-1.9255,-2.718,11.07,-0.0408,plain,HOLD
2022-08-24,UPRO,トレンドフォロー,HOLD,43.2343,45.48,1.9515,-2.322,25.83,-0.0924,long_lev,HOLD
2022-08-24,AAPL,逆張り,HOLD,164.3196,53.54,4.4036,0.0,35.13,-0.0402,plain,HOLD
2022-08-24,AMAT,逆張り,HOLD,98.1903,43.83,-1.5912,0.0,15.43,-0.0402,plain,HOLD
2022-08-24,AMD,逆張り,HOLD,92.73,42.56,-0.7224,3.0,18.68,-0.0564,plain,HOLD
2022-08-24,AMZN,逆張り,HOLD,133.8,45.48,2.5999,3.0,31.36,-0.0584,plain,HOLD
2022-08-24,AVGO,逆張り,HOLD,49.7325,45.3,-0.3383,3.0,19.57,-0.0144,plain,HOLD
2022-08-24,CLSK,逆張り,HOLD,4.56,44.46,-6.691,3.0,19.36,-0.1041,plain,HOLD
2022-08-24,COIN,逆張り,HOLD,71.48,41.47,-5.1024,1.0,22.44,-0.1634,plain,HOLD
2022-08-24,GOOGL,逆張り,HOLD,112.6908,39.07,-1.8519,3.0,14.16,-0.049,plain,HOLD
2022-08-24,INTC,逆張り,HOLD,32.2153,31.77,-8.0886,3.0,19.0,-0.0537,plain,HOLD
2022-08-24,IWM,逆張り,HOLD,182.7364,50.92,2.5235,0.0,25.43,-0.0263,plain,HOLD
2022-08-24,META,逆張り,HOLD,161.8388,39.88,-4.6326,3.0,16.44,-0.0663,plain,HOLD
2022-08-24,MSFT,逆張り,HOLD,266.8999,41.44,0.1585,1.0,18.37,-0.0533,plain,HOLD
2022-08-24,MSTR,逆張り,HOLD,27.441,40.1,-2.116,1.0,29.72,-0.1562,plain,HOLD
2022-08-24,MU,逆張り,HOLD,57.1901,38.52,-5.4539,3.0,13.97,-0.0537,plain,HOLD
2022-08-24,NUGT,逆張り,HOLD,28.691,46.08,-9.1314,0.0,19.86,0.0107,long_lev,HOLD
2022-08-24,NVDA,逆張り,HOLD,17.1743,42.54,-2.5595,3.0,14.44,-0.0607,plain,HOLD
2022-08-24,QCOM,逆張り,HOLD,129.1334,39.52,-1.9791,3.0,15.11,-0.0486,plain,HOLD
2022-08-24,QQQ,逆張り,HOLD,307.4123,44.26,0.8326,3.0,25.75,-0.041,plain,HOLD
2022-08-24,SOFI,逆張り,HOLD,6.45,41.88,-4.9648,1.0,20.07,-0.0625,plain,HOLD
2022-08-24,SOXL,逆張り,HOLD,16.92,41.38,-7.5193,3.0,16.2,-0.1095,long_lev,HOLD
2022-08-24,SOXS,逆張り,HOLD,1049283.375,52.81,-6.5442,0.0,16.0,0.094,inverse_lev,HOLD
2022-08-24,SPXS,逆張り,HOLD,171.4702,50.55,-6.0669,-3.0,25.99,0.0956,inverse_lev,HOLD
2022-08-24,SPY,逆張り,HOLD,392.1258,47.44,1.3001,3.0,26.65,-0.0304,plain,HOLD
2022-08-24,SQQQ,逆張り,HOLD,780.6399,52.55,-7.217,0.0,25.69,0.1279,inverse_lev,HOLD
2022-08-24,TECL,逆張り,HOLD,36.2371,42.32,0.4332,3.0,26.2,-0.1273,long_lev,HOLD
2022-08-24,TQQQ,逆張り,HOLD,15.5852,42.29,-0.4837,3.0,25.02,-0.1231,long_lev,HOLD
2022-08-24,TSM,逆張り,HOLD,80.3251,42.05,-1.9255,1.0,11.07,-0.0408,plain,HOLD
2022-08-24,UPRO,逆張り,HOLD,43.2343,45.48,1.9515,3.0,25.83,-0.0924,long_lev,HOLD
2022-08-25,AAPL,トレンドフォロー,HOLD,166.7717,60.21,5.6543,-1.919,34.44,-0.0237,plain,HOLD
2022-08-25,AMAT,トレンドフォロー,HOLD,101.5962,51.89,1.7319,-1.226,14.33,-0.0277,plain,HOLD
2022-08-25,AMD,トレンドフォロー,HOLD,97.18,53.68,3.8371,-1.005,18.11,-0.0325,plain,HOLD
2022-08-25,AMZN,トレンドフォロー,HOLD,137.28,53.21,4.9985,-0.637,30.23,-0.0353,plain,HOLD
2022-08-25,AVGO,トレンドフォロー,HOLD,51.5398,56.32,3.1181,-1.966,18.81,-0.0149,plain,HOLD
2022-08-25,CLSK,トレンドフォロー,HOLD,4.62,45.7,-5.2106,-2.665,18.08,-0.1098,plain,HOLD
2022-08-25,COIN,トレンドフォロー,HOLD,71.37,41.35,-5.0053,-6.499,20.89,-0.145,plain,SELL
2022-08-25,GOOGL,トレンドフォロー,HOLD,115.6247,49.95,0.6689,-1.69,13.35,-0.0293,plain,HOLD
2022-08-25,INTC,トレンドフォロー,HOLD,33.1953,43.59,-5.0476,-1.184,18.78,-0.0362,plain,HOLD
2022-08-25,IWM,トレンドフォロー,HOLD,185.5761,57.61,3.9081,-2.294,24.55,-0.0177,plain,HOLD
2022-08-25,META,トレンドフォロー,HOLD,167.3107,48.9,-1.3404,-2.477,15.48,-0.0337,plain,HOLD
2022-08-25,MSFT,トレンドフォロー,HOLD,269.8613,47.14,1.2071,-1.746,17.39,-0.039,plain,HOLD
2022-08-25,MSTR,トレンドフォロー,HOLD,27.281,39.53,-2.559,-6.372,28.01,-0.159,plain,SELL
2022-08-25,MU,トレンドフォロー,HOLD,60.0246,50.35,-0.7308,-2.136,13.34,-0.0283,plain,HOLD
2022-08-25,NUGT,トレンドフォロー,HOLD,29.0909,48.76,-7.5103,-2.048,18.8,0.0207,long_lev,HOLD
2022-08-25,NVDA,トレンドフォロー,HOLD,17.8634,50.7,1.2834,-2.273,13.43,-0.0458,plain,HOLD
2022-08-25,QCOM,トレンドフォロー,HOLD,133.6478,50.22,1.376,-1.684,14.25,-0.0339,plain,HOLD
2022-08-25,QQQ,トレンドフォロー,HOLD,312.848,52.52,2.4847,-1.028,24.61,-0.0264,plain,HOLD
2022-08-25,SOFI,トレンドフォロー,HOLD,6.69,47.08,-1.3598,-2.109,19.14,0.0015,plain,HOLD
2022-08-25,SOXL,トレンドフォロー,HOLD,18.7763,51.3,2.4952,-1.65,15.07,-0.0752,long_lev,HOLD
2022-08-25,SOXS,トレンドフォロー,HOLD,929806.375,42.7,-16.4855,1.086,15.72,0.043,inverse_lev,HOLD
2022-08-25,SPXS,トレンドフォロー,HOLD,164.2066,42.44,-9.6029,0.677,25.27,0.0579,inverse_lev,HOLD
2022-08-25,SPY,トレンドフォロー,HOLD,397.6617,55.96,2.5936,-1.825,25.71,-0.0196,plain,HOLD
2022-08-25,SQQQ,トレンドフォロー,HOLD,740.1595,44.82,-11.5091,0.772,24.83,0.0768,inverse_lev,HOLD
2022-08-25,TECL,トレンドフォロー,HOLD,38.0328,50.37,5.1325,-1.105,24.77,-0.0965,long_lev,HOLD
2022-08-25,TQQQ,トレンドフォロー,HOLD,16.4048,50.63,4.5071,-0.938,23.72,-0.0831,long_lev,HOLD
2022-08-25,TSM,トレンドフォロー,HOLD,82.2121,50.55,0.36,-1.609,10.57,-0.019,plain,HOLD
2022-08-25,UPRO,トレンドフォロー,HOLD,45.0747,54.31,5.9661,-0.911,24.78,-0.0614,long_lev,HOLD
2022-08-25,AAPL,逆張り,HOLD,166.7717,60.21,5.6543,0.0,34.44,-0.0237,plain,HOLD
2022-08-25,AMAT,逆張り,HOLD,101.5962,51.89,1.7319,0.0,14.33,-0.0277,plain,HOLD
2022-08-25,AMD,逆張り,HOLD,97.18,53.68,3.8371,0.0,18.11,-0.0325,plain,HOLD
2022-08-25,AMZN,逆張り,HOLD,137.28,53.21,4.9985,0.0,30.23,-0.0353,plain,HOLD
2022-08-25,AVGO,逆張り,HOLD,51.5398,56.32,3.1181,0.0,18.81,-0.0149,plain,HOLD
2022-08-25,CLSK,逆張り,HOLD,4.62,45.7,-5.2106,1.0,18.08,-0.1098,plain,HOLD
2022-08-25,COIN,逆張り,HOLD,71.37,41.35,-5.0053,3.0,20.89,-0.145,plain,HOLD
2022-08-25,GOOGL,逆張り,HOLD,115.6247,49.95,0.6689,0.0,13.35,-0.0293,plain,HOLD
2022-08-25,INTC,逆張り,HOLD,33.1953,43.59,-5.0476,0.0,18.78,-0.0362,plain,HOLD
2022-08-25,IWM,逆張り,HOLD,185.5761,57.61,3.9081,0.0,24.55,-0.0177,plain,HOLD
2022-08-25,META,逆張り,HOLD,167.3107,48.9,-1.3404,0.0,15.48,-0.0337,plain,HOLD
2022-08-25,MSFT,逆張り,HOLD,269.8613,47.14,1.2071,0.0,17.39,-0.039,plain,HOLD
2022-08-25,MSTR,逆張り,HOLD,27.281,39.53,-2.559,1.0,28.01,-0.159,plain,HOLD
2022-08-25,MU,逆張り,HOLD,60.0246,50.35,-0.7308,0.0,13.34,-0.0283,plain,HOLD
2022-08-25,NUGT,逆張り,HOLD,29.0909,48.76,-7.5103,0.0,18.8,0.0207,long_lev,HOLD
2022-08-25,NVDA,逆張り,HOLD,17.8634,50.7,1.2834,0.0,13.43,-0.0458,plain,HOLD
2022-08-25,QCOM,逆張り,HOLD,133.6478,50.22,1.376,0.0,14.25,-0.0339,plain,HOLD
2022-08-25,QQQ,逆張り,HOLD,312.848,52.52,2.4847,0.0,24.61,-0.0264,plain,HOLD
2022-08-25,SOFI,逆張り,HOLD,6.69,47.08,-1.3598,0.0,19.14,0.0015,plain,HOLD
2022-08-25,SOXL,逆張り,HOLD,18.7763,51.3,2.4952,0.0,15.07,-0.0752,long_lev,HOLD
2022-08-25,SOXS,逆張り,HOLD,929806.375,42.7,-16.4855,1.5,15.72,0.043,inverse_lev,HOLD
2022-08-25,SPXS,逆張り,HOLD,164.2066,42.44,-9.6029,0.0,25.27,0.0579,inverse_lev,HOLD
2022-08-25,SPY,逆張り,HOLD,397.6617,55.96,2.5936,0.0,25.71,-0.0196,plain,HOLD
2022-08-25,SQQQ,逆張り,HOLD,740.1595,44.82,-11.5091,-1.5,24.83,0.0768,inverse_lev,HOLD
2022-08-25,TECL,逆張り,HOLD,38.0328,50.37,5.1325,0.0,24.77,-0.0965,long_lev,HOLD
2022-08-25,TQQQ,逆張り,HOLD,16.4048,50.63,4.5071,0.0,23.72,-0.0831,long_lev,HOLD
2022-08-25,TSM,逆張り,HOLD,82.2121,50.55,0.36,0.0,10.57,-0.019,plain,HOLD
2022-08-25,UPRO,逆張り,HOLD,45.0747,54.31,5.9661,0.0,24.78,-0.0614,long_lev,HOLD
2022-08-26,AAPL,トレンドフォロー,HOLD,160.4845,42.72,1.5884,-2.46,32.2,-0.0461,plain,HOLD
2022-08-26,AMAT,トレンドフォロー,HOLD,95.5972,40.52,-4.0751,-3.188,14.03,-0.0533,plain,HOLD
2022-08-26,AMD,トレンドフォロー,HOLD,91.18,41.61,-2.4515,-2.177,17.0,-0.0497,plain,HOLD
2022-08-26,AMZN,トレンドフォロー,HOLD,130.75,41.07,0.0039,-2.919,28.18,-0.0541,plain,HOLD
2022-08-26,AVGO,トレンドフォロー,HOLD,48.7976,42.04,-2.2554,-2.658,17.68,-0.0503,plain,HOLD
2022-08-26,CLSK,トレンドフォロー,HOLD,4.3,40.36,-11.2664,-2.332,17.14,-0.0733,plain,HOLD
2022-08-26,COIN,トレンドフォロー,HOLD,66.74,36.42,-10.6813,-2.0,19.86,-0.0988,plain,HOLD
2022-08-26,GOOGL,トレンドフォロー,HOLD,109.3702,35.1,-4.5543,-4.37,13.8,-0.0586,plain,HOLD
2022-08-26,INTC,トレンドフォロー,HOLD,31.7396,33.9,-8.8016,-2.517,18.95,-0.0571,plain,HOLD
2022-08-26,IWM,トレンドフォロー,HOLD,179.4789,43.47,0.4699,-5.397,23.13,-0.0291,plain,HOLD
2022-08-26,META,トレンドフォロー,HOLD,160.3717,40.36,-5.1809,-2.239,14.95,-0.0368,plain,HOLD
2022-08-26,MSFT,トレンドフォロー,HOLD,259.4482,34.15,-2.5699,-2.548,17.55,-0.0631,plain,HOLD
2022-08-26,MSTR,トレンドフォロー,HOLD,24.92,32.09,-10.5121,-6.786,27.22,-0.1194,plain,SELL
2022-08-26,MU,トレンドフォロー,HOLD,56.5231,39.83,-6.2231,-2.993,13.13,-0.0476,plain,HOLD
2022-08-26,NUGT,トレンドフォロー,HOLD,26.3493,35.36,-15.5582,-2.699,19.05,-0.0328,long_lev,HOLD
2022-08-26,NVDA,トレンドフォロー,HOLD,16.215,36.81,-7.6999,-4.011,13.26,-0.089,plain,HOLD
2022-08-26,QCOM,トレンドフォロー,HOLD,126.4559,38.24,-3.888,-2.767,13.85,-0.0625,plain,HOLD
2022-08-26,QQQ,トレンドフォロー,HOLD,300.0249,37.83,-1.6336,-6.614,23.5,-0.0478,plain,SELL
2022-08-26,SOFI,トレンドフォロー,HOLD,6.18,38.87,-8.4831,-2.055,17.88,-0.0237,plain,HOLD
2022-08-26,SOXL,トレンドフォロー,HOLD,15.5303,38.61,-14.5897,-3.7,14.8,-0.1664,long_lev,HOLD
2022-08-26,SOXS,トレンドフォロー,HOLD,1094086.875,55.67,-1.6469,1.543,14.94,0.1334,inverse_lev,HOLD
2022-08-26,SPXS,トレンドフォロー,HOLD,180.8089,59.1,-0.4407,5.938,23.62,0.1206,inverse_lev,HOLD
2022-08-26,SPY,トレンドフォロー,HOLD,384.2012,38.91,-0.8366,-6.763,24.34,-0.0399,plain,SELL
2022-08-26,SQQQ,トレンドフォロー,HOLD,830.6454,59.59,-0.6575,5.986,23.29,0.1418,inverse_lev,HOLD
2022-08-26,TECL,トレンドフォロー,HOLD,33.1826,35.5,-7.9028,-6.653,24.0,-0.1661,long_lev,SELL
2022-08-26,TQQQ,トレンドフォロー,HOLD,14.4084,36.39,-7.8419,-6.569,22.89,-0.1446,long_lev,SELL
2022-08-26,TSM,トレンドフォロー,HOLD,79.5552,41.12,-2.7466,-3.43,10.13,-0.0282,plain,HOLD
2022-08-26,UPRO,トレンドフォロー,HOLD,40.4689,37.45,-4.6354,-6.055,23.68,-0.1223,long_lev,SELL
2022-08-26,AAPL,逆張り,HOLD,160.4845,42.72,1.5884,1.0,32.2,-0.0461,plain,HOLD
2022-08-26,AMAT,逆張り,HOLD,95.5972,40.52,-4.0751,1.0,14.03,-0.0533,plain,HOLD
2022-08-26,AMD,逆張り,HOLD,91.18,41.61,-2.4515,1.0,17.0,-0.0497,plain,HOLD
2022-08-26,AMZN,逆張り,HOLD,130.75,41.07,0.0039,1.0,28.18,-0.0541,plain,HOLD
2022-08-26,AVGO,逆張り,HOLD,48.7976,42.04,-2.2554,1.0,17.68,-0.0503,plain,HOLD
2022-08-26,CLSK,逆張り,HOLD,4.3,40.36,-11.2664,2.5,17.14,-0.0733,plain,HOLD
2022-08-26,COIN,逆張り,HOLD,66.74,36.42,-10.6813,2.5,19.86,-0.0988,plain,HOLD
2022-08-26,GOOGL,逆張り,HOLD,109.3702,35.1,-4.5543,2.5,13.8,-0.0586,plain,HOLD
2022-08-26,INTC,逆張り,HOLD,31.7396,33.9,-8.8016,2.5,18.95,-0.0571,plain,HOLD
2022-08-26,IWM,逆張り,HOLD,179.4789,43.47,0.4699,1.0,23.13,-0.0291,plain,HOLD
2022-08-26,META,逆張り,HOLD,160.3717,40.36,-5.1809,1.0,14.95,-0.0368,plain,HOLD
2022-08-26,MSFT,逆張り,HOLD,259.4482,34.15,-2.5699,2.5,17.55,-0.0631,plain,HOLD
2022-08-26,MSTR,逆張り,HOLD,24.92,32.09,-10.5121,2.5,27.22,-0.1194,plain,HOLD
2022-08-26,MU,逆張り,HOLD,56.5231,39.83,-6.2231,1.0,13.13,-0.0476,plain,HOLD
2022-08-26,NUGT,逆張り,HOLD,26.3493,35.36,-15.5582,2.5,19.05,-0.0328,long_lev,HOLD
2022-08-26,NVDA,逆張り,HOLD,16.215,36.81,-7.6999,2.5,13.26,-0.089,plain,HOLD
2022-08-26,QCOM,逆張り,HOLD,126.4559,38.24,-3.888,2.5,13.85,-0.0625,plain,HOLD
2022-08-26,QQQ,逆張り,HOLD,300.0249,37.83,-1.6336,2.5,23.5,-0.0478,plain,HOLD
2022-08-26,SOFI,逆張り,HOLD,6.18,38.87,-8.4831,1.0,17.88,-0.0237,plain,HOLD
2022-08-26,SOXL,逆張り,HOLD,15.5303,38.61,-14.5897,4.0,14.8,-0.1664,long_lev,HOLD
2022-08-26,SOXS,逆張り,HOLD,1094086.875,55.67,-1.6469,0.0,14.94,0.1334,inverse_lev,HOLD
2022-08-26,SPXS,逆張り,HOLD,180.8089,59.1,-0.4407,0.0,23.62,0.1206,inverse_lev,HOLD
2022-08-26,SPY,逆張り,HOLD,384.2012,38.91,-0.8366,1.0,24.34,-0.0399,plain,HOLD
2022-08-26,SQQQ,逆張り,HOLD,830.6454,59.59,-0.6575,0.0,23.29,0.1418,inverse_lev,HOLD
2022-08-26,TECL,逆張り,HOLD,33.1826,35.5,-7.9028,2.5,24.0,-0.1661,long_lev,HOLD
2022-08-26,TQQQ,逆張り,HOLD,14.4084,36.39,-7.8419,2.5,22.89,-0.1446,long_lev,HOLD
2022-08-26,TSM,逆張り,HOLD,79.5552,41.12,-2.7466,1.0,10.13,-0.0282,plain,HOLD
2022-08-26,UPRO,逆張り,HOLD,40.4689,37.45,-4.6354,1.0,23.68,-0.1223,long_lev,HOLD
2022-08-29,AAPL,トレンドフォロー,HOLD,158.2874,38.39,0.188,-4.98,30.64,-0.0369,plain,HOLD
2022-08-29,AMAT,トレンドフォロー,HOLD,93.4104,37.21,-5.9818,-4.219,14.23,-0.0399,plain,HOLD
2022-08-29,AMD,トレンドフォロー,HOLD,88.49,37.42,-5.0826,-3.664,16.32,-0.0469,plain,HOLD
2022-08-29,AMZN,トレンドフォロー,HOLD,129.79,39.59,-0.695,-6.559,26.46,-0.0257,plain,HOLD
